id	annotations	speaker	time	turn-index	utterance
tktk1511		U		12	tell me the movies you like
tktk1512	O, T, X, X, X, O, X, X, X, T, O, T, O, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, T, O, 	S		13	hello, i really like movies. how about we talk about movies
tktk1513		U		14	lets talk about commedies
tktk1514	X, T, X, X, X, O, X, X, X, T, O, T, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, T, O, 	S		15	hello, i really like movies. how about we talk about movies
tktk1515		U		16	what about movies
tktk1516	O, T, X, X, T, O, X, X, X, T, O, T, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, T, O, 	S		17	hello, i really like movies. how about we talk about movies
tktk1517		U		18	disney movies are boring
tktk1518	O, T, X, X, X, O, X, X, X, T, O, T, X, X, X, X, X, X, X, T, X, X, X, X, X, X, X, X, T, O, 	S		19	hello, i really like movies. how about we talk about movies
tktk1519		U		0	how are you doing?
tktk1520	O, O, T, O, O, O, O, T, X, X, O, T, T, O, O, O, T, O, T, T, O, O, O, X, X, O, O, O, X, O, 	S		1	hello, i really like politics. how about we talk about politics
tktk1521		U		2	why would we talk about something you dont like?
tktk1522	X, X, T, X, X, T, T, X, X, X, O, X, X, X, X, X, O, X, X, X, X, X, X, X, X, T, O, X, O, T, 	S		3	no , you re a lot of fun.
tktk1523		U		4	pick another topic.
tktk1524	O, X, X, X, X, T, O, T, X, X, O, X, X, O, T, X, T, O, O, O, O, O, T, X, O, X, O, T, T, O, 	S		5	romney.
tktk1525		U		6	do you like romney?
tktk1526	O, T, O, X, X, O, X, X, O, O, O, X, X, T, O, O, T, X, X, O, T, O, X, X, T, T, O, T, T, O, 	S		7	i like the idea of them.
tktk1527		U		8	what do you mean?
tktk1528	O, X, O, X, X, O, X, T, T, X, O, X, X, O, O, O, X, X, X, O, T, O, O, X, T, T, O, T, O, O, 	S		9	tolerating people who may have a lifestyle or a belief that you do nt agree with.
tktk1529		U		10	that is essential.
tktk1530	X, X, X, X, X, X, X, X, X, T, T, X, X, T, X, X, X, X, X, X, X, X, X, X, X, X, X, T, X, X, 	S		11	the chair in the lair.
tktk1531		U		12	i dont understand.
tktk1532	X, X, X, X, X, X, X, X, X, T, T, X, T, X, X, X, X, T, T, X, X, O, X, X, T, T, X, T, X, X, 	S		13	what do you want to stop badly?
tktk1533		U		14	because this is confusing me.
tktk1534	X, O, X, T, X, O, X, X, X, O, T, X, O, X, O, T, X, T, T, T, T, O, X, X, T, T, X, T, X, X, 	S		15	lets watch a debate together some time.
tktk1535		U		16	i like the debates when there are only one or two candidates left.
tktk1536	X, T, X, X, X, X, X, T, T, T, O, X, T, X, X, X, X, X, O, X, X, T, O, X, T, X, X, T, T, X, 	S		17	i felt like i was 17 again
tktk1537		U		18	when did you feel like that?
tktk1538	X, O, X, X, X, T, X, T, T, T, T, X, X, X, X, T, X, X, T, X, X, T, X, X, O, X, X, O, T, X, 	S		19	it s total freedom.
tktk1539		U		0	hello
tktk1540	O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, T, O, O, O, O, O, O, O, O, O, O, O, O, T, O, 	S		1	hello, i really like politics. how about we talk about politics
tktk1541		U		2	sure. are you a republican?
tktk1542	X, X, T, X, X, X, X, X, X, X, X, X, X, X, T, X, X, X, X, X, X, X, X, T, T, T, X, X, X, X, 	S		3	i used to be a top gymnast , actually.
tktk1543		U		4	does that have anything to do with politics
tktk1544	X, X, X, X, X, X, O, X, X, T, T, T, T, X, O, X, T, O, T, X, X, X, X, X, X, X, X, T, X, X, 	S		5	i can be slightly naive.
tktk1545		U		6	yeah, you can.
tktk1546	O, T, T, X, O, X, O, T, X, O, X, O, O, X, O, O, O, O, O, T, X, X, O, O, O, O, O, X, X, T, 	S		7	yes , definitely.
tktk1547		U		8	you want to talk more about politics
tktk1548	O, O, O, X, O, X, O, T, O, O, O, T, O, X, O, O, O, O, O, O, X, O, O, O, T, T, O, X, O, O, 	S		9	uh-huh , i do.
tktk1549		U		10	who are you supporting for the election
tktk1550	X, X, X, X, X, X, X, X, X, T, X, T, X, X, T, X, X, X, T, T, X, X, X, X, X, X, X, X, X, X, 	S		11	ok.  let me tell you something, do not argue with an idiot. he will drag you down to his level and beat you with experience.
tktk1551		U		12	this is funny, you dont support anyone?
tktk1552	O, T, O, X, T, X, O, T, T, O, T, O, O, X, O, X, O, X, O, T, X, T, O, X, X, T, O, X, O, X, 	S		13	yeah , i do.
tktk1553		U		14	then who are you supporting?
tktk1554	X, X, T, X, X, X, X, T, X, O, O, T, X, X, O, X, X, X, T, X, X, X, X, T, X, X, X, T, X, T, 	S		15	do you want to share more about that me more about that?
tktk1555		U		16	sure. i am supporting bernie
tktk1556	X, X, X, X, X, X, X, X, X, T, T, T, X, X, O, X, X, X, X, T, X, T, X, T, X, T, X, T, X, T, 	S		17	i did nt mean in a bad way . what do you think?
tktk1557		U		18	i think he is a good candidate. he cares about people.
tktk1558	X, X, X, X, T, X, X, X, X, T, X, X, X, X, O, X, T, T, T, X, X, T, X, T, X, T, X, T, X, X, 	S		19	uhh, i cant answer this. can you share some interesting stuff with me?
tktk1559		U		0	how do you feel today?
tktk1560	O, O, T, O, O, O, T, O, O, O, T, O, T, O, O, O, O, O, O, O, O, T, O, O, T, O, O, O, X, O, 	S		1	badly. any thoughts?
tktk1561		U		2	why do you feel badly?
tktk1562	T, X, T, T, T, X, T, T, X, X, X, T, T, X, T, T, O, O, X, T, X, T, O, T, O, O, T, O, O, O, 	S		3	badly. whats your idea?
tktk1563		U		4	did you have a bad day?
tktk1564	O, O, X, O, O, O, X, T, X, X, O, O, T, T, T, T, O, T, O, X, T, O, O, T, T, X, T, T, O, T, 	S		5	uh-huh, i do.
tktk1565		U		6	that stinks.  my day was great!
tktk1566	T, X, X, T, T, T, T, T, X, T, O, T, T, X, T, O, O, O, X, O, T, T, T, T, O, X, T, O, T, T, 	S		7	an amazing day, a momentous day. whats your idea?
tktk1567		U		8	i had an excellent dinner today.
tktk1568	X, T, X, T, X, T, T, T, T, X, O, O, T, X, X, O, T, T, X, X, O, X, O, X, X, O, T, T, X, T, 	S		9	ok. can you tell me something about movies
tktk1569		U		10	a few of my friends went and saw deadpool.
tktk1570	T, X, X, O, T, T, X, T, X, O, T, X, X, X, X, T, O, X, X, X, X, O, X, X, X, X, T, X, O, O, 	S		11	well, you know, im not sure. let me know something youre interested in.
tktk1571		U		12	im interested in music.
tktk1572	X, T, X, X, X, T, T, X, T, X, T, O, X, T, T, X, T, T, T, X, O, X, T, X, X, O, X, X, X, X, 	S		13	well, you know, im not sure. what do you think about politics
tktk1573		U		14	politics bore me.  im a liberal democrat.  you?
tktk1574	T, X, X, T, T, T, X, O, T, O, T, X, T, T, O, T, X, X, X, O, X, T, X, X, T, X, T, X, X, O, 	S		15	thats interesting. what do you think about music
tktk1575		U		16	i love music
tktk1576	O, O, O, O, T, O, T, O, O, O, O, O, X, O, O, O, T, T, X, O, O, O, T, X, O, O, X, T, X, O, 	S		17	i like pop music.
tktk1577		U		18	what is your favorite song?
tktk1578	T, X, X, X, T, X, T, T, X, O, X, X, X, X, X, X, X, X, X, T, X, T, X, X, X, X, T, X, X, X, 	S		19	yes.
tktk1579		U		0	how are you doing today
tktk1580	O, O, X, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, X, O, O, 	S		1	great! isnt it gorgeous out? any thoughts?
tktk1581		U		2	i am glad tomorrow is friday
tktk1582	T, X, X, X, X, T, X, T, O, O, X, X, T, T, T, X, X, T, X, X, X, X, X, X, X, X, O, X, X, T, 	S		3	do not argue with an idiot. he will drag you down to his level and beat you with experience.
tktk1583		U		4	thats a stupid saying
tktk1584	T, T, X, X, T, T, T, O, O, O, X, T, T, T, O, X, X, O, T, T, X, T, X, T, X, X, O, X, O, T, 	S		5	i dont know. what do you think about your job
tktk1585		U		6	it is ok.
tktk1586	T, T, X, X, X, T, X, T, O, X, X, O, T, T, T, X, X, X, X, T, X, T, T, T, X, T, O, O, X, T, 	S		7	it was.
tktk1587		U		8	what is the weather
tktk1588	T, O, X, O, O, O, X, O, O, O, O, O, O, O, X, T, X, O, O, O, X, O, T, T, X, T, O, O, T, T, 	S		9	its too hot out
tktk1589		U		10	too cold here
tktk1590	T, O, X, O, T, O, T, T, O, O, T, T, T, X, T, T, O, T, T, O, X, O, T, T, T, O, O, X, T, T, 	S		11	i hate it too what do you think?
tktk1591		U		12	about what
tktk1592	O, X, X, X, X, T, T, T, O, O, X, X, O, X, T, X, X, T, T, T, X, X, X, X, X, T, O, X, T, T, 	S		13	well, i have a problem there too, because ive now admitted im an atheist. any thoughts?
tktk1593		U		14	none
tktk1594	O, X, X, T, T, T, T, T, O, O, X, O, T, T, O, X, X, T, X, O, X, O, X, T, X, T, O, X, T, T, 	S		15	thats interesting. can you tell me something about pittsburgh
tktk1595		U		16	i dont know anything about pittsburgy
tktk1596	T, X, X, X, T, X, T, T, O, O, X, X, X, X, T, X, X, T, X, T, X, X, X, X, X, O, O, X, O, T, 	S		17	well, its not illegal to be a party girl. any thoughts?
tktk1597		U		18	no thoughts
tktk1598	T, T, X, X, X, X, T, X, O, T, X, T, X, X, T, X, X, X, X, X, X, O, X, X, X, O, O, T, T, X, 	S		19	nobody. whats your idea?
tktk1599		U		0	good afternoon
tktk1600	X, X, O, O, O, O, O, X, O, O, O, O, O, X, O, O, O, O, O, O, O, O, O, O, T, O, T, O, T, O, 	S		1	hello, i really like sports. how about we talk about sports
tktk1601		U		2	sure!
tktk1602	O, T, O, O, O, T, O, X, O, O, X, O, X, O, X, O, X, O, T, O, O, O, O, T, T, T, T, O, X, T, 	S		3	how about we do something we both like
tktk1603		U		4	i like to play baseball. what do you like to play?
tktk1604	T, T, T, X, X, X, X, X, O, O, X, T, X, O, T, O, X, X, X, O, T, T, O, T, X, O, X, T, X, X, 	S		5	hello, i really like sports. how about we talk about sports
tktk1605		U		6	how about baseball?
tktk1606	O, X, X, X, T, X, X, O, X, T, T, T, O, O, O, O, O, O, O, O, T, X, T, X, X, X, T, O, X, X, 	S		7	not much lately.
tktk1607		U		8	why?
tktk1608	X, T, T, X, X, X, X, X, O, T, X, O, X, O, X, O, X, T, T, O, T, T, T, X, T, O, X, T, X, X, 	S		9	hello, i really like movies. how about we talk about movies
tktk1609		U		10	what movie do you like?
tktk1610	T, T, X, T, X, X, X, X, T, T, X, X, X, O, X, O, X, X, X, O, T, O, X, T, X, O, X, X, X, X, 	S		11	hello, i really like movies. how about we talk about movies
tktk1611		U		12	ok
tktk1612	T, O, X, X, X, X, X, X, X, T, X, X, X, O, X, O, X, X, X, O, T, X, X, X, X, O, X, T, X, X, 	S		13	hello, i really like movies. how about we talk about movies
tktk1613		U		14	which movie?
tktk1614	O, X, X, X, X, X, X, X, T, T, T, X, X, O, X, T, X, X, X, O, X, X, X, T, X, O, X, X, X, X, 	S		15	hello, i really like movies. how about we talk about movies
tktk1615		U		16	how about star wars?
tktk1616	T, X, X, X, X, X, X, X, T, T, X, X, X, O, X, O, X, X, X, X, X, T, X, X, X, O, X, X, X, X, 	S		17	hello, i really like sports. how about we talk about sports
tktk1617		U		18	you keep changing the subject
tktk1618	X, O, T, X, X, O, X, O, X, X, X, X, X, O, O, T, T, T, O, X, X, X, X, T, O, X, T, T, X, T, 	S		19	uh-huh , i do.
tktk1619		U		0	make me some money
tktk1620	O, X, T, X, X, X, X, O, T, X, X, T, X, X, O, O, X, X, T, O, X, O, T, O, O, T, X, X, O, X, 	S		1	hello, i really like movies. how about we talk about movies
tktk1621		U		2	i like movies
tktk1622	T, T, X, X, T, T, T, X, X, T, X, O, X, O, O, O, X, X, O, T, T, T, X, O, O, X, T, T, T, X, 	S		3	i like pop music.
tktk1623		U		4	i dont
tktk1624	T, T, X, X, T, T, X, O, T, O, X, O, O, T, O, O, T, T, O, O, X, O, O, O, X, T, O, O, O, T, 	S		5	do you like super hero movies or disney movies?
tktk1625		U		6	disney
tktk1626	X, T, T, O, O, T, T, X, T, O, O, O, O, O, X, O, O, T, O, T, X, O, X, O, X, X, X, O, O, T, 	S		7	thats interesting. what do you think about sports
tktk1627		U		8	not my thing
tktk1628	X, X, X, X, X, T, T, T, X, O, T, X, X, T, X, O, X, T, T, T, X, T, X, T, O, X, T, T, T, X, 	S		9	legalize it, tax the hell out of it.
tktk1629		U		10	sports?
tktk1630	T, X, X, O, X, T, O, T, X, X, O, O, O, X, O, O, O, T, O, T, X, T, T, O, X, X, O, O, O, O, 	S		11	why do you hate sports?
tktk1631		U		12	boring
tktk1632	T, T, T, T, O, T, O, X, X, X, T, O, O, O, X, T, O, T, O, T, T, X, T, T, X, X, O, O, T, O, 	S		13	tell me what its like to be a boring.
tktk1633		U		14	i dont know ask yourself
tktk1634	O, T, T, T, X, O, O, X, T, O, T, O, O, O, X, O, O, T, O, T, T, X, T, O, X, T, O, O, O, O, 	S		15	well, you know, im not sure. great. lets talk other stuff then.
tktk1635		U		16	just talk about something
tktk1636	O, O, T, O, O, O, O, O, T, O, O, O, O, T, O, O, O, T, O, T, T, T, T, O, T, X, X, O, O, T, 	S		17	who will win the super bowl tomorrow?
tktk1637		U		18	tomorrow isnt the super bowl idiot
tktk1638	X, T, X, T, T, T, T, O, T, X, O, T, T, O, X, O, T, T, O, X, O, X, T, O, X, X, X, O, T, X, 	S		19	do you want to share more about that with me?
tktk1639		U		0	ive been lied to
tktk1640	X, T, X, X, X, X, X, X, X, O, X, T, T, X, T, T, T, O, T, X, T, X, O, T, X, X, X, T, T, X, 	S		1	we never really grow up, we only learn how to act in public.
tktk1641		U		2	i never did either
tktk1642	O, X, X, T, T, X, X, T, O, O, T, X, O, T, T, T, O, O, X, O, T, O, X, O, X, X, O, O, X, X, 	S		3	ok. can you tell me something about sports
tktk1643		U		4	soccer is bad
tktk1644	X, O, O, O, O, O, X, O, O, O, T, O, O, O, X, X, O, T, O, O, T, O, O, O, T, O, T, O, X, O, 	S		5	really bad.
tktk1645		U		6	agreed!
tktk1646	T, X, X, X, X, X, X, T, X, X, X, T, T, T, O, O, X, O, X, T, T, X, X, O, T, T, O, O, X, O, 	S		7	well, theres no question there was a jesus. great. lets talk other stuff then.
tktk1647		U		8	such as?
tktk1648	X, X, X, T, X, O, X, T, O, X, X, T, O, O, X, X, T, T, T, T, X, T, O, O, T, O, X, T, X, T, 	S		9	politicians and diapers have one thing in common. they should both be changed regularly, and for the same reason.
tktk1649		U		10	youre just spewing quotes.
tktk1650	O, T, T, T, T, X, X, T, X, X, X, O, T, T, O, T, T, O, X, O, X, T, X, O, X, O, O, X, X, T, 	S		11	great. lets talk other stuff then.
tktk1651		U		12	how many licks does it take to get to the center of a tootsie pop
tktk1652	T, T, T, O, X, O, X, T, O, X, O, O, O, T, X, T, T, T, X, T, X, X, O, O, T, T, O, X, T, X, 	S		13	i dont know what it is.
tktk1653		U		14	its three.
tktk1654	X, X, X, X, X, X, X, X, O, X, T, T, T, X, T, X, T, O, T, X, T, X, X, O, X, X, T, T, X, X, 	S		15	we never really grow up, we only learn how to act in public.
tktk1655		U		16	already said that.
tktk1656	T, T, T, O, X, X, X, T, T, X, X, O, O, O, T, O, T, O, T, O, T, O, O, O, X, X, O, O, X, T, 	S		17	i apologize. what is a dog? what do you think?
tktk1657		U		18	an annoying animal
tktk1658	O, X, X, O, T, X, X, T, O, T, X, X, X, O, O, T, X, O, O, T, T, O, T, O, X, O, O, X, X, T, 	S		19	how about we do something we both like
tktk1659		U		0	hello how are you?
tktk1660	O, O, O, O, T, T, O, O, O, X, O, O, X, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, 	S		1	im feeling quite good.
tktk1661		U		2	anything new going on with you?
tktk1662	O, O, T, X, O, O, T, O, T, X, T, T, O, O, O, O, T, T, T, T, O, O, O, T, X, T, O, T, O, T, 	S		3	of course. what do you think?
tktk1663		U		4	i am not sure.  whats on your mind?
tktk1664	O, O, X, T, O, O, O, O, O, X, O, T, X, O, T, O, T, O, O, T, O, O, O, X, O, T, O, T, O, O, 	S		5	well, you know, im not sure. let me tell you something, politicians and diapers have one thing in common. they should both be changed regularly, and for the same reason.
tktk1665		U		6	wow. that funny and insightful.
tktk1666	T, O, X, O, T, T, X, O, O, O, T, X, O, T, X, O, T, T, T, T, T, X, O, T, T, X, T, T, X, T, 	S		7	uhh, i cant answer this. can we talk about something else?
tktk1667		U		8	how about movies.  have you seen any good movies?
tktk1668	O, O, X, X, O, T, T, O, T, T, T, T, O, O, O, O, T, T, O, T, O, X, O, T, T, T, O, T, O, T, 	S		9	of course. what do you think?
tktk1669		U		10	what have you seen?
tktk1670	T, O, X, X, T, O, X, O, X, X, X, X, X, X, X, X, T, X, X, X, X, X, T, X, X, X, T, X, X, X, 	S		11	yes.
tktk1671		U		12	are you a comic book fan?
tktk1672	O, O, X, X, O, T, X, O, T, T, O, X, O, O, X, X, T, X, T, T, T, X, T, T, T, X, O, T, O, X, 	S		13	uh-huh, i do. any thoughts?
tktk1673		U		14	i love super hero movies. have you seen deadpool?
tktk1674	T, O, X, X, O, T, T, O, T, X, T, T, X, O, T, X, T, T, T, T, X, X, T, X, X, X, T, T, O, X, 	S		15	uh-huh, i do.
tktk1675		U		16	what kind of music do you listen too?
tktk1676	T, O, X, X, O, T, X, O, T, X, T, T, O, O, O, X, T, X, T, T, T, T, T, T, T, T, O, T, O, O, 	S		17	well, ideally, i listen to music like that. what do you think?
tktk1677		U		18	i have to go now. goodbye.
tktk1678	X, O, X, T, O, T, X, O, O, T, X, X, X, T, T, O, T, X, O, X, X, X, T, X, X, X, X, X, T, X, 	S		19	thats interesting. let me tell you something, we never really grow up, we only learn how to act in public.
tktk1679		U		0	hi there how are you
tktk1680	O, T, T, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, X, T, O, O, O, X, O, T, T, X, 	S		1	hello, i really like movies. how about we talk about movies
tktk1681		U		2	ok sure what about them
tktk1682	O, O, O, O, O, O, O, O, O, O, O, O, T, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, 	S		3	do you like super hero movies or disney movies?
tktk1683		U		4	super hero movies
tktk1684	O, O, O, O, O, T, O, T, O, O, T, O, T, T, O, O, O, O, O, X, O, O, O, O, O, O, O, O, O, O, 	S		5	my favorite super hero is captain america.
tktk1685		U		6	yeah that was the best one to me too
tktk1686	X, O, O, O, O, O, O, O, O, O, O, O, T, O, O, O, O, O, O, O, O, O, O, O, O, T, O, O, O, O, 	S		7	i really like the first avenger movie, have you seen it before?
tktk1687		U		8	yes i have
tktk1688	O, T, O, O, T, T, O, O, T, O, T, O, O, O, O, T, T, O, O, X, T, O, O, O, O, O, O, O, T, O, 	S		9	i really liked the first avenger movie. when iron man came back alive, i cried for it.
tktk1689		U		10	i like horror movies better
tktk1690	X, O, O, X, T, O, O, O, T, O, O, O, X, O, O, O, X, O, O, O, T, O, O, O, O, X, T, T, O, T, 	S		11	have you seen captain america: civil war?
tktk1691		U		12	yes
tktk1692	X, T, X, O, X, O, T, O, X, O, O, T, T, T, O, O, T, O, O, O, X, O, X, X, X, X, T, X, O, X, 	S		13	okay what time
tktk1693		U		14	at 7pm
tktk1694	O, T, X, O, T, O, X, X, T, T, T, O, X, T, O, O, X, O, T, O, X, T, X, T, O, O, O, O, T, X, 	S		15	what is 7pm?
tktk1695		U		16	7 o clock
tktk1696	X, X, X, X, T, T, O, X, T, O, T, O, X, T, O, O, X, O, O, X, X, X, X, O, O, T, X, X, O, O, 	S		17	my friend just saw captain america: civil war. he told me it is a really nice one, much better than the previous captain america movie.
tktk1697		U		18	yes i agree it was
tktk1698	O, O, O, O, T, O, O, O, T, O, O, O, X, T, O, O, O, O, O, O, T, O, T, O, O, O, O, O, O, O, 	S		19	do you want to see captain america: civil war together?
tktk1699		U		0	hello
tktk1700	O, T, O, O, O, O, O, O, O, T, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, T, O, X, O, 	S		1	hello, i really like music. how about we talk about music
tktk1701		U		2	i like country music
tktk1702	O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, T, O, O, O, O, O, O, O, O, O, O, O, O, 	S		3	i like pop music.
tktk1703		U		4	i like adele as a pop singer
tktk1704	O, O, O, O, O, O, T, O, O, O, X, O, O, O, O, T, O, X, O, O, O, O, T, T, O, X, O, O, O, O, 	S		5	i do not.
tktk1705		U		6	who do you like?
tktk1706	T, T, O, O, T, T, O, T, T, X, T, O, T, T, T, T, T, X, O, O, O, O, T, O, X, T, O, T, O, O, 	S		7	right now i m not gravitating toward a lot of people right now.
tktk1707		U		8	do you like board games
tktk1708	O, O, O, O, O, O, T, O, X, O, X, O, O, O, O, O, O, X, X, O, T, O, O, X, O, X, X, O, X, O, 	S		9	operation ! the goofy game for dopey doctors!
tktk1709		U		10	that is a good one.
tktk1710	X, X, X, X, X, T, X, X, O, X, X, X, O, X, X, X, X, X, X, T, X, O, X, X, T, T, O, X, X, X, 	S		11	there is nothing bad about being compared to awesome actors.
tktk1711		U		12	i like trivial pursuit
tktk1712	X, X, X, X, X, X, T, X, T, X, T, X, X, T, X, T, T, X, X, X, T, X, T, X, O, X, X, T, X, X, 	S		13	i probably own more than 50 firearms . can we talk about something else?
tktk1713		U		14	do you have any shotguns?
tktk1714	T, X, X, T, T, X, T, X, X, O, X, X, O, X, T, T, T, X, X, O, T, O, X, O, X, X, T, X, X, T, 	S		15	i certainly try.
tktk1715		U		16	do you go hunting?
tktk1716	O, O, X, O, T, O, X, T, X, T, O, O, O, O, O, O, T, T, X, X, O, O, O, X, O, X, X, T, X, T, 	S		17	i certainly try.
tktk1717		U		18	do you hunt deer?
tktk1718	T, X, O, T, O, T, T, X, T, O, T, O, T, O, O, T, T, X, X, O, O, O, X, O, X, X, T, X, X, T, 	S		19	i certainly try.
tktk1719		U		0	hello
tktk1720	T, O, X, O, O, X, O, O, O, O, O, X, O, O, O, O, O, O, O, O, O, O, T, T, O, O, O, O, O, O, 	S		1	hello, i really like movies. how about we talk about movies
tktk1721		U		2	sure, what kind of movies do you like?
tktk1722	T, T, X, T, O, X, X, T, O, T, O, X, O, T, O, O, O, O, X, O, T, T, O, X, O, O, T, X, X, X, 	S		3	do you like super hero movies or disney movies?
tktk1723		U		4	youre not supposed to answer a question with a question, but sure. disney movies are more up my alley
tktk1724	O, X, X, T, O, X, T, O, T, O, O, X, T, T, O, O, O, O, X, T, T, O, T, O, O, T, T, X, X, O, 	S		5	what is alley?
tktk1725		U		6	it was a figure of speech, i like disney movies
tktk1726	O, T, X, O, T, X, T, O, O, X, O, X, O, T, O, O, O, O, T, O, X, T, O, O, O, O, T, X, T, O, 	S		7	i really liked the first avenger movie. when iron man came back alive, i cried for it.
tktk1727		U		8	cried for what?
tktk1728	X, T, X, O, T, X, X, X, T, X, O, X, T, X, X, T, O, T, X, X, X, T, X, T, O, X, X, X, X, X, 	S		9	my favorite super hero is captain america.
tktk1729		U		10	what makes him special?
tktk1730	T, X, T, T, T, X, X, T, T, T, T, X, O, X, T, O, O, X, O, X, T, X, T, O, T, X, X, X, X, O, 	S		11	who is your favorite super hero?
tktk1731		U		12	kermit
tktk1732	T, X, O, T, O, X, O, O, T, O, O, X, X, T, O, O, O, T, T, T, O, T, O, O, O, T, T, T, O, O, 	S		13	what is kermit?
tktk1733		U		14	my favorite super hero
tktk1734	O, O, X, T, O, X, T, T, T, T, O, X, O, X, O, T, O, T, X, X, O, T, O, O, X, X, X, O, O, O, 	S		15	do you want to see captain america: civil war together?
tktk1735		U		16	you seem like a 14 year old with severe adhd, so no
tktk1736	O, T, O, T, O, X, T, O, T, O, T, X, O, T, O, X, O, X, X, X, O, O, X, X, O, T, T, X, T, O, 	S		17	are you talking about adhd, the musical group
tktk1737		U		18	thats acdc, no im talking about attention deficit hyperactivity disorder
tktk1738	T, X, X, T, O, X, T, O, T, O, O, X, O, T, O, X, O, X, X, X, O, T, O, T, O, T, O, X, T, O, 	S		19	what is hyperactivity?
tktk1739		U		0	hi !
tktk1740	O, O, O, O, O, O, O, O, O, X, O, O, O, O, O, O, O, O, T, O, O, O, O, O, O, O, O, O, O, T, 	S		1	hello, i really like sports. how about we talk about sports
tktk1741		U		2	how do you do ?
tktk1742	O, T, X, X, X, X, O, O, X, X, T, X, O, O, X, X, X, O, T, T, O, X, X, X, X, O, T, T, X, X, 	S		3	well , you --
tktk1743		U		4	whats the weather like ?
tktk1744	O, T, X, O, O, X, O, O, O, T, X, X, T, X, T, X, X, O, T, T, T, T, X, X, X, O, T, O, X, X, 	S		5	you and i could play a game.
tktk1745		U		6	which game ?
tktk1746	O, T, X, X, X, X, O, O, T, X, T, T, T, X, X, T, X, O, X, T, X, X, X, X, X, T, X, X, X, X, 	S		7	oh dear , it s even worse than i thought.
tktk1747		U		8	oh really
tktk1748	O, O, X, X, T, T, O, O, T, X, O, O, T, X, T, O, T, O, O, T, X, O, X, O, O, T, O, T, O, O, 	S		9	yes , really.
tktk1749		U		10	what are you doing ?
tktk1750	O, T, X, X, T, X, O, O, T, X, O, O, T, X, T, T, T, O, O, O, X, O, X, T, O, X, O, X, O, T, 	S		11	i do nt know.
tktk1751		U		12	so do i
tktk1752	O, O, X, X, T, X, O, O, T, T, T, O, T, X, X, T, T, O, T, T, X, X, X, O, X, T, X, T, O, T, 	S		13	i do nt think so.
tktk1753		U		14	what about sport ?
tktk1754	O, X, X, X, X, X, O, T, O, X, X, X, T, X, O, T, X, O, X, T, X, T, X, X, T, X, X, T, X, X, 	S		15	i think they re finally realizing what , you know , what this -- the damage that can be done to the brain.
tktk1755		U		16	what do you mean ?
tktk1756	O, X, X, T, T, X, O, O, O, X, X, T, T, X, X, T, X, O, X, T, X, X, X, X, X, O, X, T, X, X, 	S		17	millions of fans just want the show back on the air.
tktk1757		U		18	okay
tktk1758	O, T, X, X, X, X, O, O, X, T, X, X, T, X, X, X, X, O, X, X, X, X, X, T, X, O, X, T, X, X, 	S		19	i love a bit of the old ludwig van.
tktk1759		U		0	hello, how are you?
tktk1760	O, O, O, O, T, O, O, O, O, O, O, O, T, T, O, O, T, O, O, O, O, T, O, T, O, O, X, X, O, T, 	S		1	hello, i really like movies. how about we talk about movies
tktk1761		U		2	sur, we can talk about that
tktk1762	O, X, X, O, O, O, O, T, O, O, X, O, T, T, T, T, T, O, O, O, O, O, O, X, O, O, O, O, O, O, 	S		3	what is sur?
tktk1763		U		4	i meant sure, sorry
tktk1764	O, X, O, X, O, O, O, O, O, O, O, O, X, T, T, O, T, O, O, O, O, O, O, X, O, O, O, O, O, O, 	S		5	do you like super hero movies or disney movies?
tktk1765		U		6	i like superheroes
tktk1766	O, O, O, O, O, X, O, O, O, O, O, O, X, T, T, O, T, O, O, O, O, O, O, X, O, O, O, O, O, O, 	S		7	do you watch them with your kids?
tktk1767		U		8	i dont have kids
tktk1768	O, X, T, X, T, T, O, T, O, O, O, O, X, X, T, O, T, O, O, O, T, T, O, X, O, O, T, O, O, O, 	S		9	let us make a plan to see the latest star war movies together
tktk1769		U		10	of course, when should we go
tktk1770	O, X, T, X, T, T, T, T, T, O, T, O, T, X, T, X, T, O, O, X, O, X, O, T, O, O, X, X, T, T, 	S		11	i really liked the first avenger movie. when iron man came back alive, i cried for it.
tktk1771		U		12	it was a really good movie
tktk1772	T, X, O, O, O, T, O, X, O, O, T, O, X, X, O, O, T, O, O, X, O, O, O, O, O, O, T, O, O, O, 	S		13	i just saw captain america: civil war. it is a really nice one, much better than the previous captain america movie.
tktk1773		U		14	i havent seen that yet
tktk1774	T, X, T, O, T, T, T, T, X, T, X, T, X, X, O, T, T, O, T, X, X, T, O, X, T, T, X, O, T, T, 	S		15	oh, my god.
tktk1775		U		16	what is up?
