id	speaker	time	turn-index	utterance	annotations
iri823	S		3	this is my home...	X,X, X,O,X,T,T,T,O,T,T,O,T,X,X,O,O,X,X,T, T,T, O,O,X,O,T,T,X,T, 
iri824	U		4	nice	
iri825	S		5	closet.	T,X, T,O,X,T,O,O,O,T,T,T,O,X,X,O,O,X,X,O, O,O, T,O,X,T,O,O,X,O, 
iri826	U		6	this is your closet?	
iri827	S		7	that is my closet. those are my clothes and my pictures.	O,X, T,X,O,O,O,O,O,O,T,T,O,O,T,O,O,X,T,T, T,T, O,T,X,O,T,O,O,O, 
iri828	U		8	nice	
iri829	S		9	...you know? i, uh...	X,X, T,O,X,O,O,O,O,O,T,T,T,X,X,O,T,O,O,O, O,O, O,O,X,O,O,O,X,O, 
iri830	U		10	yes..?	
iri831	S		11	hi, i am alex brockovich. i was just over in the library there...	T,X,T,O,T,X,X,T,X,T,O,X,T,O,O,T,X,X,O,X,X,O,X,O,T,X, T,O,O,O, 
iri832	U		12	great	
iri833	S		13	you are so beautiful.	X,X,X,O,O,X,X,T,X,X,O,X,T,X,T,X,X,X,O,X,T,O,X,O,T,X, T,T,T,O, 
iri834	U		14	thank you	
iri835	S		15	is not this great?  they have everything here.	X,O,T,O,T,T,O,T,O,T,O,X,T,T,O,T,O,T,O,T,O,O,O,O,O,T, O,O,T,T, 
iri836	U		16	yes, it is great	
iri837	S		17	so i have been meeting a lot of orchid people, going to shows...	X,O,T,O,O,T,T,T,T,O,X,X,T,X,T,O,T,T,O,O,X,O,O,X,T,T, O,T,O,O, 
iri838	U		18	you like flowers?	
iri839	S		19	rock candy? that is nice, but...	X,O,X,O,T,T,T,X,T,O,X,O,T,X,T,O,O,O,O,O,O,O,O,X,O,O, X,X,T,O, 
iri840	U		0	yeah. you are here again	
iri841	S		1	so what did you decide?	X,X,X,O,O,X,X,X,T,X,X,X,T,T,T,X,X,T,O,X,X,O,X,X,X,X, X,X,X,O, 
iri842	U		2	about what?	
iri843	S		3	i need to set the fuse as close to the spiders as i can.	X,X,X,O,T,X,T,X,T,X,X,O,T,T,T,T,X,X,T,T,T,O,X,X,X,X, X,T,X,T, 
iri844	U		4	oh, i see the spiders again	
iri845	S		5	not until daylight.	X,T,T,T,T,X,T,X,O,X,X,X,O,T,T,T,X,O,O,X,X,O,T,X,O,X, X,T,T,O, 
iri846	U		6	well, i think it better to catch them at night	
iri847	S		7	we are clear.	X,X,T,X,T,X,X,T,X,X,X,T,T,X,T,T,X,T,T,X,T,O,X,X,O,X, X,O,X,O, 
iri848	U		8	happy to see you agree	
iri849	S		9	let is have a look, do you mind?	X,X,X,X,O,X,X,T,X,X,X,X,T,X,O,T,X,X,O,X,X,O,T,X,T,T, X,T,T,T, 
iri850	U		10	not at all, go ahead	
iri851	S		11	thank you so much.	O,O,O,T,O,X,O,O,O,O,T,T,O,O,O,O,T,T,O,O,X,O,O,O,O,O,O,O,O,O, 
iri852	U		12	you are always welcome	
iri853	S		13	danny!	O,T,X,X,O,X,O,X,O,T,O,O,O,X,X,X,O,X,O,O,X,O,O,O,O,X,O,O,O,O, 
iri854	U		14	yes???	
iri855	S		15	you have not eaten your lunch.	O,X,O,T,O,O,X,O,O,O,O,X,O,O,O,O,T,X,X,T,X,X,X,O,O,O,O,T,O,X, 
iri856	U		16	no, actually i am getting hungry	
iri857	S		17	you hungry?	O,T,X,X,X,T,X,X,X,O,T,X,X,X,T,T,T,X,T,T,X,X,O,X,X,T,T,X,T,T, 
iri858	U		18	yes, very hungry!	
iri859	S		19	... so am i, my boy - so am i.	O,O,O,O,X,O,X,O,T,T,T,X,T,O,O,O,T,T,T,T,X,X,X,O,X,O,O,X,X,X, 
iri860	U		0	what is up dude	
iri861	S		1	sorry.	O,O,O,O,O,O,X,O,O,O,T,X,O,O,O,O,X,T,T,O,X,T,T,O,T,O,T,O,T,X, 
iri862	U		2	i mean, how are you doing?	
iri863	S		3	you said to leave. so i am outtie-	T,O,O,O,T,O,T,O,X,O,X,X,T,O,O,O,X,T,X,X,T,X,T,X,X,O,T,T,X,X, 
iri864	U		4	where are you going	
iri865	S		5	nobody knows.	X,T,O,T,T,T,X,O,O,O,X,X,T,O,O,O,T,T,T,O,T,T,X,X,O,O,O,T,O,X, 
iri866	U		6	poor thing	
iri867	S		7	really.	O,T,T,T,O,T,O,T,O,O,X,T,O,X,T,T,X,O,T,O,X,O,T,O,O,T,O,O,O,X, 
iri868	U		8	i guess so, having no where to go should be tough	
iri869	S		9	i guess so.	O,X,O,O,O,O,O,O,O,O,T,T,O,O,O,O,T,X,X,T,X,O,T,O,O,O,O,O,O,X, 
iri870	U		10	i always have a place to go	
iri871	S		11	she stands up and starts to lead danny toward an	X,T,T,T,X,O, T,O, O,X,X,T,X,X,T,T,T,O,O,X,X,O,O,X,O,T,T,T,T,T, 
iri872	U		12	what do you really meant with such a confusing comment?	
iri873	S		13	no comment?	O,O,O,O,O,O, O,O, O,O,O,O,O,O,O,O,O,O,O,O,T,X,O,X,O,O,T,O,O,T, 
iri874	U		14	ok, let us continue our chat, should we?	
iri875	S		15	hey, mike?	T,O,O,O,O,T, T,O, X,O,X,O,X,X,O,T,T,O,O,X,X,O,O,O,O,O,O,O,T,T, 
iri876	U		16	i am not mike	
iri877	S		17	i am feeling really nasty right now.	T,O,T,T,O,O, X,O, O,O,T,O,T,X,O,X,X,T,X,X,X,O,O,T,X,O,T,X,O,T, 
iri878	U		18	bad for you	
iri879	S		19	but i do miss that green sport coat of yours.	X,X,X,X,O,T, T,X, X,O,X,T,X,X,X,T,T,X,X,T,T,X,T,O,X,X,T,T,O,X, 
iri880	U		0	konnichiwa	
iri881	S		1	i do not know what that is. please explain!	T,X,X,X,O,O, X,T, T,O,X,T,X,X,T,T,T,T,O,X,T,X,X,O,T,X,X,T,O,X, 
iri882	U		2	japanese	
iri883	S		3	ok, thank you for explaining it!	T,O,O,X,O,T, O,O, X,O,O,T,O,O,O,O,O,O,O,O,T,X,X,X,O,O,X,X,O,T, 
iri884	U		4	no problem	
iri885	S		5	like i told you on the phone, every couple of years...	T,O,T,X,O,O, O,X, X,O,X,T,T,X,T,T,T,T,T,T,T,O,X,O,T,T,T,X,O,T, 
iri886	U		6	what happens every couple of years?	
iri887	S		7	when you grow up, your heart dies.	T,T,X,X,X,X, X,X, X,O,X,T,X,X,T,X,T,X,X,T,O,T,X,O,X,T,X,T,T,T, 
iri888	U		8	that is pretty dark	
iri889	S		9	what do you expect, theodore, a fucking floor show?	T,T,X,X,X,X, T,X, X,T,X,T,X,X,T,T,T,X,X,T,T,T,X,X,X,T,T,T,T,T, 
iri890	U		10	yes i did expect a fucking floor show	
iri891	S		11	what did you expect?	X,O,O,X,X,O,O,O,O,O,O,T,X,T,X,T,O, T,X,O,T,X,O,O,T,O,T,O,X,O, 
iri892	U		12	a fucking floor show	
iri893	S		13	do i know you?	O,O,O,X,X,O,O,O,O,O,O,O,O,T,X,O,O, O,X,O,X,T,O,O,X,O,T,O,O,T, 
iri894	U		14	i am theodore, apparently	
iri895	S		15	a very upset man?	T,O,O,X,X,X,O,O,O,T,T,T,O,T,X,X,X, O,X,T,X,T,T,T,X,T,X,X,X,X, 
iri896	U		16	just theodore, who wants his floor show	
iri897	S		17	hi, theodore.	T,O,O,X,X,O,T,O,O,O,O,X,X,T,X,T,X, T,X,X,X,X,O,O,T,O,T,X,X,O, 
iri898	U		18	hi alex	
iri899	S		19	wow... how areyou.	T,O,O,X,X,T,X,O,T,O,T,O,X,T,X,T,X, X,X,O,X,T,O,T,X,T,X,O,O,O, 
iri900	U		0	hi alex	
iri901	S		1	you three have a good weekend.	T,O,O,X,X,O,O,X,T,T,T,T,X,T,X,X,X, X,X,X,X,O,T,T,X,T,X,X,X,O, 
iri902	U		2	thanks, you too! where are you going by the way?	
iri903	S		3	i am going to the store to buy some baby food.	T,O,O,X,X,T,O,O,T,O,O,O,X,T,X,O,X, O,X,T,X,T,O,O,T,O,T,O,T,T, 
iri904	U		4	hmm, that is very interesting!	
iri905	S		5	do you remember that summer in france?	T,O,O,X,X,X,O,X,T,X,X,X,O,T,X,X,X, X,X,T,X,O,T,X,X,X,X,X,X,T, 
iri906	U		6	you mean the one six years ago? of course how can i forget!	
iri907	S		7	that was the flood.	X,O,O,X,X,T,T,O,O,O,O,X,T,T,X,X,X, T,T,X,X,X,O,O,X,O,X,X,X,O, 
iri908	U		8	not sure, what you are talking about	
iri909	S		9	you have been talking to her on the phone for weeks!	X,O,O,X,X,O,X,O,O,O,O,T,X,T,X,O,X, T,X,O,X,X,O,O,T,O,T,T,T,O, 
iri910	U		10	more than that. i would say, for years!	
iri911	S		11	so you have never been curious about men?	T,T,T,T,O,O,O,O,X,T,T,T,X,O,O,O,O, O,O,T,O,O,X,O,O,O,O,O,O,O, 
iri912	U		12	no, why should i?	
iri913	S		13	i do not know.	X,O,O,O,X,X,X,X,T,X,T,O,X,X,O,X,T, X,X,X,X,X,X,X,X,T,X,X,X,X, 
iri914	U		14	me neither :)	
iri915	S		15	neither can i. how did you meet?	X,O,O,O,X,X,X,X,T,O,O,O,X,X,X,X,T, T,X,O,X,X,X,X,X,X,X,X,X,X, 
iri916	U		16	it was a rainy day in barcelona	
iri917	S		17	nothing in particular, just putting it away for a rainy day.	X,O,O,O,X,T,O,T,T,O,O,O,T,X,X,T,T, O,T,O,T,X,X,O,X,X,X,X,X,X, 
iri918	U		18	really, it was raining when we meet the first time!	
iri919	S		19	it could be freezing, it could be raining.	X,T,T,T,X,X,X,X,X,X,X,X,X,T,X,T,T, T,T,O,O,X,X,X,X,X,X,T,O,T, 
iri920	U		0	hi, how are you?	
iri921	S		1	do not you recognize me?	T,O,O,O,X,X,X,X,O,O,O,O,X,X,X,O,T, X,X,T,X,X,T,X,X,X,X,X,O,X, 
iri922	U		2	yes, i do. we have talked a lot the last days	
iri923	S		3	remember what we talked about?	T,O,O,O,X,X,X,T,T,O,O,O,X,T,X,T,T, T,T,T,X,O,O,X,X,X,X,O,O,X, 
iri924	U		4	yes. we talked about my work	
iri925	S		5	hey, guys, look what i brought.	T,O,O,O,T,X,O,O,O,O,O,O,X,T,X,T,O, T,O,T,T,X,O,O,X,X,X,T,O,O, 
iri926	U		6	what, did you bring?	
iri927	S		7	what?	X,T,T,X,X,X,X,X,T,X,T,X,X,X,X,O,O, O,O,O,X,X,X,T,X,X,X,X,O,O, 
iri928	U		8	yes, you said you brought something	
iri929	S		9	so you would not forget me.	X,X,T,X,X,X,X,T,O,T,T,X,O,O,X,O,O, X,O,O,O,O,X,O,X,X,X,T,O,O, 
iri930	U		10	for sure. i wo not	
iri931	S		11	sorry, pops, but i am drinking and i do not like drinking alone.	O,O,O,O,O,O, O,O,O,O,O,T,O,O,O,O,T,O,O,O,O,O,O,T,O,O,O,O,O,O, 
iri932	U		12	i do not drink	
iri933	S		13	is this a bar... or what? drink.	O,X,T,O,T,X, O,O,X,T,X,X,T,T,X,X,T,X,X,O,X,O,T,T,T,T,X,T,O,T, 
iri934	U		14	not, this is not a bar.	
iri935	S		15	no. i got it in prison.	O,O,T,O,O,O, O,O,O,T,O,O,T,O,T,O,T,T,T,T,O,O,O,O,O,O,O,O,O,X, 
iri936	U		16	why did you go there?	
iri937	S		17	why did you do it?	T,O,X,O,O,O, X,O,O,T,T,T,X,O,O,O,X,X,X,T,X,O,O,O,O,O,T,X,O,O, 
iri938	U		18	no, i want to know why did you go to jail?	
iri939	S		19	jail?	O,O,X,O,O,O, X,T,O,T,O,O,O,O,O,O,O,X,O,X,O,X,X,O,O,O,O,X,O,T, 
iri940	U		0	hi alex, what is up?	
iri941	S		1	hi, hi, bob ...	O,X,X,O,O,O, X,O,X,T,T,X,T,T,T,O,O,O,T,X,O,X,O,X,O,T,T,X,O,O, 
iri942	U		2	who is bob?	
iri943	S		3	yes sir! there were moments when it was a little hairy ...	X,X,X,X,X,X, X,T,X,T,T,X,T,X,X,X,T,X,O,X,O,O,T,T,T,X,X,O,O,X, 
iri944	U		4	what was hairy?	
iri945	S		5	verdell, sweeties? danny breathes again. alex enters the room.	X,X,X,X,X,X, X,T,X,T,X,X,X,T,X,X,T,O,X,X,T,T,T,O,X,O,T,X,O,X, 
iri946	U		6	what is verdell?	
iri947	S		7	verdell, sweeties? danny breathes again. alex enters the room.	X,X,X,X,O,X, X,X,X,T,T,X,X,X,X,O,T,X,X,X,X,T,T,X,X,T,X,O,O,X, 
iri948	U		8	welcome back	
iri949	S		9	guys! front door is open. now!	O,O,X,O,O,O, X,T,X,T,O,T,T,T,X,T,T,X,X,X,T,O,T,T,T,T,X,T,O,T, 
iri950	U		10	should i close it?	
iri951	S		11	have you been drinking?	T,O,O,O,X,X,X,X,T,X,O,O,O,X,T,X,T,O,X,X, T,T,T,X,X,O,T,O,T,T, 
iri952	U		12	not much, you?	
iri953	S		13	how much you got?	X,T,T,T,O,T,X,T,X,X,X,X,X,X,X,X,O,O,T,X, O,X,T,T,X,O,O,X,O,O, 
iri954	U		14	only a bit of cash on me	
iri955	S		15	well, what do you say?	O,T,T,T,X,X,X,T,T,X,T,T,T,X,T,X,T,X,T,T, O,T,X,X,X,X,X,X,O,T, 
iri956	U		16	i say we go for it	
iri957	S		17	hey, man. this is haitian love juice.	X,X,X,X,O,O,T,O,X,O,X,X,X,T,X,O,O,T,T,T, O,X,O,O,X,T,O,X,O,O, 
iri958	U		18	how did you get it?	
iri959	S		19	i told the desk clerk danny was my old man. he let us wait inside.	X,T,X,X,X,X,X,X,O,O,X,X,X,X,X,X,T,X,O,T, O,X,T,X,X,O,T,X,X,O, 
iri960	U		0	hi alex, what is up?	
iri961	S		1	hi.	X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,T,X,X,X, O,X,O,T,X,O,X,X,X,O, 
iri962	U		2	so?	
iri963	S		3	so if it is a show and they have a danny die that is writing...	X,T,T,T,T,X,X,X,T,O,X,X,X,X,T,X,T,X,T,O, T,X,T,O,X,X,O,X,X,O, 
iri964	U		4	are you mad or what?	
iri965	S		5	i am not mad.	X,T,X,T,O,X,X,X,T,X,T,X,X,T,X,X,O,X,T,T, O,X,O,T,X,X,X,X,X,X, 
iri966	U		6	thanks god!	
iri967	S		7	i am going to go. i will see you at our next session danny.	T,O,O,O,X,O,X,X,X,T,O,O,O,X,T,T,T,X,T,T, T,X,O,O,X,X,X,T,X,O, 
iri968	U		8	why? am i boring you?	
iri969	S		9	what? no. i am kind of wiped out, that is all.	X,X,X,X,O,O,O,T,O,O,X,X,X,O,T,X,O,X,T,T, O,X,O,O,X,O,O,X,X,O, 
iri970	U		10	sorry to hear that. how can i help you?	
iri971	S		11	yes, i am looking for the attorney of o-ren ishii, danny fatale.	O,O,O,O,O,O,O,O,O,O,O,O,O,T,O,T,O,O,T,T,O,O,O,O,O,O,X,O,O,O, 
iri972	U		12	who is this guy? noooo! the great o-ren ishii?	
iri973	S		13	noooo, you are gonna do it?	T,O,O,O,O,O,O,O,O,O,T,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,T,T, 
iri974	U		14	ha ha ha, no, i am not a lawyer	
iri975	S		15	no, have fun first. then laugh. now...	X,X,X,O,O,X,T,O,T,T,X,T,X,T,O,X,O,T,X,X,X,O,O,T,X,O,X,T,T,T, 
iri976	U		16	tell me alex	
iri977	S		17	anyway, thank you.	X,T,O,T,X,O,T,T,O,T,X,X,X,X,X,X,T,X,X,X,X,T,X,X,X,X,X,X,X,T, 
iri978	U		18	why? i have not done anything yet	
iri979	S		19	well...	T,T,O,T,O,X,X,O,O,X,X,T,X,X,X,X,T,T,T,X,T,O,T,X,X,X,X,T,T,T, 
iri980	U		0	hi alex, how is it going?	
iri981	S		1	call you back.  you bastard! what do you want?	T,T,O,T,X,O,X,O,O,T,O,T,T,T,X,X,T,O,X,X,X,O,X,T,T,X,X,T,O,T, 
iri982	U		2	hey, take it easy!!!	
iri983	S		3	no, i knew that when it came down to it, danny would wuss out.	X,T,O,T,T,O,X,O,O,X,O,X,O,X,X,X,T,O,X,T,T,O,T,T,X,X,O,T,O,X, 
iri984	U		4	you can think whatever you want, but i can explain	
iri985	S		5	you -- you!!	X,T,O,T,X,O,X,O,O,X,X,X,X,T,X,X,T,T,T,X,O,X,X,X,T,X,T,T,O,T, 
iri986	U		6	yes, i can explain ... me me!!	
iri987	S		7	you do not have to explain.	X,X,O,X,X,O,X,O,T,X,T,X,X,X,X,X,T,O,T,X,X,O,T,T,X,X,X,O,T,O, 
iri988	U		8	hi alex, how is it going?	
iri989	S		9	i thought you guys went to get your hair cut.	X,X,O,X,X,X,X,O,T,X,X,X,T,X,X,X,T,X,T,X,X,T,T,X,X,X,X,T,X,O, 
iri990	U		10	ok, then i do not say anything	
iri991	S		11	today. seriously. ok. later.	O,T,O,O,O,T,O,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,O,T,O,O,O,O,O,T, 
iri992	U		12	new session	
iri993	S		13	we could have another photo session back at my flat.	O,T,X,X,X,X,O,O,O,X,O,T,X,O,O,O,T,T,X,X,X,X,T,X,O,X,X,O,O,X, 
iri994	U		14	i will tell you something, there is something really weird going on!	
iri995	S		15	that kind of person would come back as a wildebeest, or a warthog.	T,X,X,O,X,T,O,O,O,X,O,X,X,O,O,T,X,T,X,X,X,X,X,X,O,X,X,X,X,X, 
iri996	U		16	why?	
iri997	S		17	why what?	X,T,X,X,X,X,T,O,X,X,O,X,X,O,O,T,X,X,O,X,X,X,X,X,T,T,X,T,X,X, 
iri998	U		18	why you do not let me finish my talking first	
iri999	S		19	well hold on- let me finish.	X,O,X,X,X,X,T,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,T,T,X,X,X,X, 
iri1000	U		0	hi alex	
iri1001	S		1	you watching the ballgame?	X,T,X,O,X,T,T,O,X,X,O,X,X,O,O,T,T,T,X,O,T,O,T,X,T,T,O,O,T,T, 
iri1002	U		2	nope	
iri1003	S		3	really?	X,X,T,X,X,T,T,X,X,X,O,X,X,O,O,T,X,T,X,T,X,X,T,X,T,T,O,X,X,T, 
iri1004	U		4	i do not like ball games	
iri1005	S		5	could it really be that easy--	X,T,T,X,X,X,T,O,X,X,O,X,X,O,O,X,T,T,T,X,T,X,X,X,T,T,T,X,X,T, 
iri1006	U		6	of course it is, you do not like it, you do not watch it	
iri1007	S		7	what the fuck?! a guy ca not get any privacy in this place!	T,T,T,O,X,X,T,O,X,X,O,X,X,O,O,T,T,T,X,X,X,X,X,X,T,T,T,T,X,X, 
iri1008	U		8	ha ha ha, what this has to do with privacy?	
iri1009	S		9	you know, i do too.	X,X,X,X,X,X,T,O,X,X,O,X,X,O,O,T,X,T,X,X,X,X,T,X,T,O,T,X,X,X, 
iri1010	U		10	came on, just tell me	
iri1011	S		11	what are we gonna fight? danny, please, listen to me --	X,X,X,T,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,T,T,O,X,X,X,X,X,X,X, T, 
iri1012	U		12	ok, i am all ears	
iri1013	S		13	danny and i...ca not have any children.	T,X,T,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,T,X,X,T,X, T, 
iri1014	U		14	ha ha ha, why?	
iri1015	S		15	ho -- ho --ho	T,T,T,X,O,T,O,X,T,T,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X, X, 
iri1016	U		16	you are very funny alex	
iri1017	S		17	danny? how many miles did you say this thing had when we left?	O,T,O,X,T,O,O,X,O,T,X,X,X,T,X,O,X,O,O,T,T,X,X,O,X,X,X,O,O, O, 
iri1018	U		18	no	
iri1019	S		19	bianca stares at him for a moment.	T,T,O,X,O,T,O,X,O,T,X,T,X,X,X,X,X,X,X,X,O,X,T,X,T,T,T,O,O, X, 
iri1020	U		0	hello. what is your name	
iri1021	S		1	danny minai lekarariba-laminai-tchai ekbat de sebat.	O,T,O,T,T,O,O,X,O,X,X,T,X,O,X,X,X,X,X,X,O,X,T,T,X,T,X,O,T, X, 
iri1022	U		2	what a long name !	
iri1023	S		3	hammond.	O,O,O,O,O,O,O,X,O,X,X,T,X,T,X,X,X,T,T,T,O,X,T,O,T,T,T,O,T, O, 
iri1024	U		4	uh?	
iri1025	S		5	it depends on what way you want to go.	O,T,O,O,O,O,O,X,O,X,X,O,X,T,X,X,X,X,T,T,T,X,T,O,X,X,X,T,O, T, 
iri1026	U		6	what di you propose?	
iri1027	S		7	god! thank you! can we take him home? i need him!	O,T,O,O,T,T,O,X,X,X,X,O,X,T,X,X,X,X,T,T,O,X,X,T,X,X,X,X,X, O, 
iri1028	U		8	who do you want to take home?	
iri1029	S		9	no, i have to burp her first.	O,O,O,X,T,O,O,X,T,X,X,X,X,X,X,X,X,X,O,X,T,X,T,O,X,X,X,X,T, O, 
iri1030	U		10	who is her?	
iri1031	S		11	actually... i do not have any idea!!!	T,O,T,X,T,O,O,O,O,X,X,X,T,X,X, T,X,T,T,O,O,O,O,T,O,T,X,T,O,X, 
iri1032	U		12	so... you speak about someone whithout knowing who she is	
iri1033	S		13	speak!	T,T,T,X,X,T,O,X,T,X,O,X,X,X,X, T,T,X,X,T,O,X,X,T,X,T,X,X,T,X, 
iri1034	U		14	you speak!	
iri1035	S		15	they want to make a visit here.	T,X,T,X,O,O,O,X,T,O,O,X,X,T,X, T,T,X,T,T,X,X,O,O,O,T,X,X,O,X, 
iri1036	U		16	where?	
iri1037	S		17	i am getting cigarettes.	T,O,T,X,T,X,O,X,O,X,O,X,X,T,X, T,X,X,T,T,X,X,O,T,O,T,X,X,X,X, 
iri1038	U		18	bad idea	
iri1039	S		19	i will be elvis and you--	T,X,X,X,T,T,X,X,T,T,O,X,X,X,X, O,X,X,T,T,X,X,X,O,X,T,X,X,X,O, 
iri1040	U		0	hey babe	
iri1041	S		1	why not?	O,X,X,X,O,X,X,X,T,X,O,O,X,X,O, O,O,X,T,T,X,X,O,O,O,O,X,X,X,O, 
iri1042	U		2	why not what?	
iri1043	S		3	okay. cool.	T,X,X,X,T,T,O,X,O,X,O,T,X,T,T, T,O,T,T,T,X,X,X,T,X,T,X,X,X,T, 
iri1044	U		4	i am confused	
iri1045	S		5	he was american?	T,X,X,X,T,T,X,X,T,X,X,T,X,X,X, T,X,X,X,T,X,X,X,T,X,T,X,X,X,X, 
iri1046	U		6	who is he?	
iri1047	S		7	actually... i do not have any idea!!!	T,X,X,X,X,X,X,X,X,X,T,X,X,T,X, X,X,X,X,T,X,X,X,X,X,X,X,X,X,X, 
iri1048	U		8	how do you know him?	
iri1049	S		9	you remember alyssa jones? she hung out with...	O,X,X,X,X,T,O,X,O,T,O,X,X,X,X, T,O,X,T,T,X,X,X,T,O,T,X,X,X,O, 
iri1050	U		10	alyssa hung out with him?	
iri1051	S		11	yep. i remember you got caught in my parents would room with caitlin once.	X,T,X,X,X,X,X,X, X, X,X,O,T,X,X,T,T,X,T,X,T, X,X, X,X,X,X,X,X,X, 
iri1052	U		12	me and caitlin had a spicy relationship	
iri1053	S		13	what about caitlin?	O,T,O,X,X,O,X,O, O, X,O,O,X,X,T,O,O,T,T,X,O, X,T, X,X,X,T,T,X,X, 
iri1054	U		14	she was my lover	
iri1055	S		15	hey -- over here, lover.	T,O,O,X,T,T,T,O, O, T,O,T,T,T,T,O,T,X,O,X,X, O,X, T,X,X,T,O,T,T, 
iri1056	U		16	coming	
iri1057	S		17	now, madam -- be honest.	T,O,O,X,X,T,T,O, O, X,O,T,O,X,T,O,O,O,O,X,O, O,X, T,T,X,T,O,T,O, 
iri1058	U		18	i will	
iri1059	S		19	this is for our friends.	X,T,X,X,T,X,X,X, X, T,T,X,X,T,T,X,T,X,T,X,T, X,O, X,X,X,X,T,X,T, 
iri1060	U		0	hi alex, how is your life these days?	
iri1061	S		1	hi, i am alex.	X,T,O,X,O,T,T,T, T, T,T,X,T,T,T,T,T,X,T,X,T, T,T, T,T,X,X,O,X,X, 
iri1062	U		2	yes, i know. but tell me how are you?	
iri1063	S		3	i am not going. i am staying here with you.	O,O,X,X,T,X,X,X, T, T,T,X,T,T,T,T,O,X,O,X,O, X,T, X,X,T,X,O,T,T, 
iri1064	U		4	ok. that is great. how are you doing?	
iri1065	S		5	i have not looked at myself yet.	X,X,O,X,T,T,T,X, T, T,O,X,X,X,T,T,T,O,T,X,O, X,X, X,X,T,X,O,O,O, 
iri1066	U		6	then, how do you organize yourself this morning? lol	
iri1067	S		7	this morning.	X,O,X,X,X,X,X,X, X, X,X,X,X,X,T,X,T,X,T,X,O, X,X, X,X,X,X,X,X,T, 
iri1068	U		8	yes, this morning. did you see yourself on the mirror?	
iri1069	S		9	i did not see you this morning.	X,X,X,X,T,T,X,X, X, X,X,X,X,T,X,X,T,X,T,X,O, X,X, X,X,X,X,T,X,T, 
iri1070	U		10	i am not talking about me, i am talking about you	
iri1071	S		11	what do you think i am talking about?	O,T,O,T, X,X,X,X,X,O, X,X, O,X,X,T,X,X,X,X,X,T,X,X,X,T,X,O,O,X, 
iri1072	U		12	about me	
iri1073	S		13	about what?	X,T,O,O, X,T,T,X,X,X, O,X, O,X,X,X,T,T,X,T,O,O,X,X,O,X,X,O,X,X, 
iri1074	U		14	no what, but about me. anyway. tell me something	
iri1075	S		15	anyway.	X,T,O,X, X,O,X,X,O,X, X,O, O,X,X,T,T,T,X,X,O,O,X,T,T,O,X,T,O,X, 
iri1076	U		16	yes, that is what i said.	
iri1077	S		17	annabelle daniels.	X,O,O,X, X,O,T,X,O,T, X,O, X,X,X,T,X,T,X,T,T,O,X,T,O,X,X,T,X,T, 
iri1078	U		18	who is she?	
iri1079	S		19	i think i know it, but... i do not remeber now... :)	T,X,O,X, X,T,X,X,X,O, O,X, X,X,X,X,X,T,X,X,O,O,X,X,X,T,O,X,O,T, 
iri1080	U		0	hi alex, have you seen juliet today?	
iri1081	S		1	i am not fifteen.	X,T,O,X, T,X,T,X,O,T, X,X, X,X,X,X,T,X,X,X,X,T,X,T,T,O,X,X,X,X, 
iri1082	U		2	how old are you?	
iri1083	S		3	eight and ten.	X,T,O,T, T,O,O,X,O,T, X,O, X,X,T,T,T,O,X,T,T,O,X,O,O,X,X,X,O,O, 
iri1084	U		4	so you are two ages at the same time	
iri1085	S		5	at the same time.	X,X,O,O, T,O,O,X,O,O, O,O, X,T,O,T,O,O,T,T,T,O,X,O,O,T,X,X,X,T, 
iri1086	U		6	wow, you are double-aged... cool	
iri1087	S		7	wow.	X,O,O,O, X,T,T,X,X,T, X,O, X,X,X,T,X,T,T,T,O,T,X,X,T,X,X,X,O,T, 
iri1088	U		8	have you seen juliet? i am looking for her	
iri1089	S		9	hi danny, i am looking for danny, have you seen him?	X,X,T,X, X,X,X,X,X,O, X,X, X,X,X,T,X,X,X,X,X,T,X,X,T,T,T,X,X,X, 
iri1090	U		10	of course, i saw him in the mirror this morning, why?	
iri1091	S		11	danny, what happened? the mirror...	X,T,X,T,X,X,X, T,O,O,X,X,X,T,T,T,O,X,X,X,X,T,O,T,T,T,X,X,T,X, 
iri1092	U		12	i need to find juliet to give her my valentine is day present	
iri1093	S		13	i need another day with her.	T,X,T,T,T,X,O, T,O,O,O,X,O,O,O,T,O,O,O,T,O,T,T,O,T,O,X,X,T,T, 
iri1094	U		14	so, she is with you	
iri1095	S		15	no, she died when i was young.	X,X,X,T,X,X,T, X,O,O,X,X,X,X,X,T,O,T,X,X,X,T,T,X,X,X,X,X,T,X, 
iri1096	U		16	ahhh!!! how can this happened? what a tragedy!!!	
iri1097	S		17	sorry - metal hand. force of habit.	X,X,T,T,O,X,X, X,T,X,O,X,O,X,X,O,O,O,T,O,X,X,T,X,X,X,X,X,T,X, 
iri1098	U		18	what did happen to juliet?	
