id	annotation-id	annotations	speaker	time	turn-index	utterance
yi1594	YI0065_19		U	2017-08-31 09:08:06	19	are you happy you are out of jail now?
yi1595	YI0065_20	  X,X,T,T,O,X,T,T,T,O,X,X,X,O,O,T,X,T,T,T,O,O,O,X,T,T,T,T,T,T,  	S	2017-08-31 09:08:06	20	lock him up
yi1596	YI0045_00		S	2017-08-31 08:44:09	0	hello!
yi1597	YI0045_01		U	2017-08-31 08:45:18	1	hello, my name is danny
yi1598	YI0045_02	  O,O,O,O,X,X,T,O,X,T,X,O,T,T,T,T,X,O,X,O,X,O,O,T,X,X,X,O,X,O,  	S	2017-08-31 08:45:18	2	why????
yi1599	YI0045_03		U	2017-08-31 08:46:08	3	hello, my name is danny
yi1600	YI0045_04	  O,T,O,X,X,X,T,O,T,X,X,O,X,T,T,T,T,T,X,O,X,T,O,T,X,T,X,T,X,T,  	S	2017-08-31 08:46:08	4	what a joke.
yi1601	YI0045_05		U	2017-08-31 08:47:23	5	it wasn not a joke haha
yi1602	YI0045_06	  T,O,O,X,X,T,T,O,X,X,X,O,T,T,T,T,T,T,X,O,X,T,O,T,T,T,X,X,X,T,  	S	2017-08-31 08:47:23	6	what a joke
yi1603	YI0045_07		U	2017-08-31 08:48:56	7	so what have you been up to today?
yi1604	YI0045_08	  T,T,O,T,O,X,T,T,O,O,O,O,X,T,T,T,T,T,O,O,O,T,O,T,T,T,X,O,T,T,  	S	2017-08-31 08:48:56	8	nothing.
yi1605	YI0045_09		U	2017-08-31 08:50:04	9	that actually sounds pretty boring. 
yi1606	YI0045_10	  X,O,O,X,X,T,T,O,X,T,X,O,X,T,T,X,T,T,X,O,T,T,O,T,T,T,X,X,X,T,  	S	2017-08-31 08:50:04	10	this is what happens when you don t like it.
yi1607	YI0045_11		U	2017-08-31 08:51:27	11	what don not you like?
yi1608	YI0045_12	  X,T,O,X,T,T,T,O,T,T,X,X,T,T,T,X,T,T,X,T,X,T,O,T,X,T,X,X,X,T,  	S	2017-08-31 08:51:27	12	i can t wait to see what happens.
yi1609	YI0045_13		U	2017-08-31 08:53:19	13	i can not wait to find a new job. 
yi1610	YI0045_14	  X,O,O,X,T,T,T,O,T,T,T,T,X,T,T,X,T,T,T,O,O,T,O,T,O,T,X,X,X,T,  	S	2017-08-31 08:53:19	14	this is what happens when you get a job.
yi1611	YI0045_15		U	2017-08-31 08:59:23	15	i know, but it is pretty hard
yi1612	YI0045_16	  T,T,O,X,X,T,T,O,X,T,X,O,X,T,T,T,T,T,T,O,X,T,O,T,X,T,X,X,T,T,  	S	2017-08-31 08:59:23	16	what a joke.
yi1613	YI0045_17		U	2017-08-31 09:01:36	17	it wasn not a joke. 
yi1614	YI0045_18	  X,O,O,X,T,T,X,O,O,X,X,T,T,T,T,T,T,T,O,O,O,T,O,T,T,T,T,T,O,T,  	S	2017-08-31 09:01:36	18	i can t answer. i would like to discuss movies)
yi1615	YI0045_19		U	2017-08-31 09:02:42	19	sure, what is your favorite movie genre?
yi1616	YI0045_20	  X,T,O,X,X,X,T,T,X,X,X,T,X,T,T,T,T,T,X,O,X,T,O,T,X,T,X,X,X,T,  	S	2017-08-31 09:02:42	20	i m not surprised.
yi1617	YI0063_00		S	2017-08-31 08:54:12	0	hello!
yi1618	YI0063_01		U	2017-08-31 08:54:59	1	good evening.
yi1619	YI0063_02	  O,X,X,O,T,T,T,O,O,O,T,T,X,T,T,O,T,O,X,T,O,T,T,O,O,O,O,O,O,T,  	S	2017-08-31 08:54:59	2	good evening.
yi1620	YI0063_03		U	2017-08-31 08:55:51	3	how are you doing tonight?
yi1621	YI0063_04	  O,X,O,O,T,O,T,T,O,X,T,T,T,T,X,T,O,T,X,X,O,T,T,O,O,X,T,T,X,O,  	S	2017-08-31 08:55:51	4	good evening.
yi1622	YI0063_05		U	2017-08-31 08:56:51	5	are you having a pleasant night?
yi1623	YI0063_06	  O,T,X,O,O,X,X,O,O,T,T,O,O,T,T,X,O,T,X,T,O,T,T,O,O,X,X,X,O,O,  	S	2017-08-31 08:56:51	6	 its beyond my possibilities! i would like to discuss you!
yi1624	YI0063_07		U	2017-08-31 08:57:50	7	i am  having a great night.
yi1625	YI0063_08	  T,T,O,O,T,X,X,O,O,X,T,T,O,T,T,O,O,O,X,X,T,T,T,O,O,X,O,X,O,O,  	S	2017-08-31 08:57:50	8	i can t wait to see the new york times.
yi1626	YI0063_09		U	2017-08-31 08:59:58	9	i enjoy the new york times as well.
yi1627	YI0063_10	  X,X,T,T,T,T,X,X,O,X,T,T,O,T,X,T,O,T,X,X,T,T,T,T,T,X,T,X,O,O,  	S	2017-08-31 08:59:58	10	he s an idiot.
yi1628	YI0063_11		U	2017-08-31 09:00:56	11	who are you referring to?
yi1629	YI0063_12	  O,T,T,T,T,X,X,X,O,T,T,T,O,T,T,X,T,O,X,T,T,X,T,X,T,O,X,T,O,T,  	S	2017-08-31 09:00:56	12	i don t know.
yi1630	YI0063_13		U	2017-08-31 09:02:56	13	do you enjoy music?
yi1631	YI0063_14	  O,O,X,O,T,T,T,O,O,O,T,T,O,T,T,O,O,O,X,O,T,T,T,O,O,O,O,O,T,O,  	S	2017-08-31 09:02:56	14	yes.
yi1632	YI0063_15		U	2017-08-31 09:03:44	15	what type of music do you like?
yi1633	YI0063_16	  O,T,O,O,T,X,X,T,O,O,T,T,O,T,X,T,O,T,X,T,T,T,T,T,O,O,T,O,T,T,  	S	2017-08-31 09:03:44	16	i don t know.
yi1634	YI0063_17		U	2017-08-31 09:05:01	17	what is your name?
yi1635	YI0063_18	  O,O,T,O,T,T,T,O,O,O,T,T,O,T,T,X,T,O,X,O,T,T,T,O,O,O,X,O,O,O,  	S	2017-08-31 09:05:01	18	amoroso renato.
yi1636	YI0063_19		U	2017-08-31 09:05:56	19	it is nice to meet you, amoroso renato.
yi1637	YI0063_20	  X,X,T,X,O,O,T,X,O,X,T,T,O,T,T,O,O,T,X,X,T,T,T,X,O,X,O,X,T,O,  	S	2017-08-31 09:05:56	20	what a bunch of pussies!
yi1638	YI0046_00		S	2017-08-31 08:56:28	0	hello!
yi1639	YI0046_01		U	2017-08-31 08:57:17	1	hi there!
yi1640	YI0046_02	  T,O,O,T,T,O,T,O,T,O,X,O,O,O,T,O,T,O,O,T,T,O,T,T,T,O,O,T,T,T,  	S	2017-08-31 08:57:17	2	hello!
yi1641	YI0046_03		U	2017-08-31 08:57:38	3	hi there!
yi1642	YI0046_04	  T,O,T,T,T,T,X,O,T,T,X,X,O,X,T,O,T,X,X,X,T,O,T,T,T,O,T,T,T,T,  	S	2017-08-31 08:57:38	4	its beyond my possibilities. let s talk about...
yi1643	YI0046_05		U	2017-08-31 08:58:23	5	what would you like to talk about/
yi1644	YI0046_06	  X,O,X,T,T,O,X,O,T,T,X,X,O,X,T,T,T,X,O,X,T,O,T,O,T,O,X,T,T,T,  	S	2017-08-31 08:58:23	6	to protect you
yi1645	YI0046_07		U	2017-08-31 08:59:22	7	protect me from what?
yi1646	YI0046_08	  X,T,O,T,T,T,X,O,T,X,T,X,O,X,T,T,T,X,O,X,T,O,T,O,T,O,X,T,T,T,  	S	2017-08-31 08:59:22	8	protect me
yi1647	YI0046_09		U	2017-08-31 09:00:08	9	are you going to harm me?
yi1648	YI0046_10	  X,T,X,T,T,O,O,O,T,O,T,O,O,T,T,O,T,O,O,T,T,O,T,T,T,O,O,X,X,T,  	S	2017-08-31 09:00:08	10	no.
yi1649	YI0046_11		U	2017-08-31 09:00:26	11	why do i need protection from you then?
yi1650	YI0046_12	  T,X,X,T,T,T,X,O,T,O,X,T,O,T,T,O,T,T,T,X,T,T,T,T,T,O,T,T,T,T,  	S	2017-08-31 09:00:26	12	i don t know.
yi1651	YI0046_13		U	2017-08-31 09:01:13	13	but you said that i need protection from you.
yi1652	YI0046_14	  X,T,O,T,O,O,X,O,O,X,X,T,O,X,T,T,O,X,T,X,T,T,T,O,T,O,T,T,O,T,  	S	2017-08-31 09:01:13	14	what?
yi1653	YI0046_15		U	2017-08-31 09:01:38	15	this is confusing
yi1654	YI0046_16	  X,X,T,T,T,T,X,O,T,X,O,T,O,X,T,X,X,X,T,X,T,T,T,T,T,O,X,T,T,T,  	S	2017-08-31 09:01:38	16	liar
yi1655	YI0046_17		U	2017-08-31 09:02:34	17	i am not a liar
yi1656	YI0046_18	  X,O,X,T,T,O,X,O,T,X,T,X,O,X,T,X,T,X,X,X,T,X,T,T,T,O,T,T,T,T,  	S	2017-08-31 09:02:34	18	he is a joke.
yi1657	YI0046_19		U	2017-08-31 09:03:00	19	who is a joke?
yi1658	YI0046_20	  X,T,O,T,T,T,X,O,O,X,O,X,O,X,T,X,T,X,T,X,T,T,T,X,T,O,X,X,T,T,  	S	2017-08-31 09:03:00	20	what a joke
yi1659	YI0095_00		S	2017-08-31 09:57:28	0	hello!
yi1660	YI0095_01		U	2017-08-31 09:57:40	1	hello, how are you?
yi1661	YI0095_02	  O,O,O,O,X,T,O,O,T,T,O,O,T,T,X,O,T,O,O,T,T,T,T,O,T,O,T,T,T,O,  	S	2017-08-31 09:57:40	2	hello.
yi1662	YI0095_03		U	2017-08-31 09:57:58	3	my name is silver. what is your name?
yi1663	YI0095_04	  O,O,T,O,O,T,O,O,O,O,O,O,O,T,O,O,T,O,O,T,T,T,O,O,T,O,O,O,T,O,  	S	2017-08-31 09:57:58	4	antoninus.
yi1664	YI0095_05		U	2017-08-31 09:58:16	5	that is a cool name. what country are you from?
yi1665	YI0095_06	  T,O,X,X,X,T,O,O,X,X,O,T,T,T,X,X,T,O,T,T,T,T,X,T,T,X,X,X,T,X,  	S	2017-08-31 09:58:16	6	i m not surprised.
yi1666	YI0095_07		U	2017-08-31 09:58:53	7	i live in the united states. where do you live?
yi1667	YI0095_08	  O,O,T,T,O,T,O,O,T,O,O,O,O,T,O,O,T,O,X,T,T,T,O,O,T,O,O,O,T,O,  	S	2017-08-31 09:58:53	8	in the bronx.
yi1668	YI0095_09		U	2017-08-31 09:59:10	9	do you go to school?
yi1669	YI0095_10	  O,O,T,O,O,T,O,O,O,O,O,O,O,T,O,O,T,O,T,T,T,T,O,O,T,O,O,O,T,O,  	S	2017-08-31 09:59:10	10	yes.
yi1670	YI0095_11		U	2017-08-31 09:59:26	11	what are you studying in school?
yi1671	YI0095_12	  O,O,O,X,X,T,O,O,T,X,O,O,T,T,X,T,T,O,T,T,T,T,X,T,T,X,X,X,T,X,  	S	2017-08-31 09:59:26	12	i m school.
yi1672	YI0095_13		U	2017-08-31 09:59:39	13	do you have a job?
yi1673	YI0095_14	  O,O,T,T,O,T,O,O,T,O,O,O,O,T,O,O,T,O,X,T,T,T,O,O,T,O,O,O,T,O,  	S	2017-08-31 09:59:39	14	yes.
yi1674	YI0095_15		U	2017-08-31 09:59:50	15	where do you work?
yi1675	YI0095_16	  O,O,O,T,X,T,O,O,X,X,O,T,T,T,X,X,T,O,T,T,T,T,X,T,T,X,X,X,T,X,  	S	2017-08-31 09:59:50	16	yeah.
yi1676	YI0095_17		U	2017-08-31 10:00:10	17	how many years have you been working at your job?
yi1677	YI0095_18	  X,O,O,X,T,T,O,O,X,T,O,X,O,X,X,T,T,O,X,T,O,X,T,T,T,O,X,X,T,T,  	S	2017-08-31 10:00:10	18	what?
yi1678	YI0095_19		U	2017-08-31 10:00:26	19	how long have you been working?
yi1679	YI0095_20	  X,O,O,T,O,T,O,O,T,O,O,O,O,T,O,O,T,O,T,T,T,T,T,O,T,O,O,O,T,O,  	S	2017-08-31 10:00:26	20	not long.
yi1680	YI0059_00		S	2017-08-31 09:03:07	0	hello!
yi1681	YI0059_01		U	2017-08-31 09:03:26	1	hello. how are you? 
yi1682	YI0059_02	  O,T,T,O,O,O,X,O,O,O,T,O,T,O,O,T,O,X,O,O,O,T,O,O,T,T,O,O,O,T,  	S	2017-08-31 09:03:26	2	good.
yi1683	YI0059_03		U	2017-08-31 09:03:35	3	what do you do for work? 
yi1684	YI0059_04	  T,T,T,T,O,X,T,O,T,O,T,O,T,T,T,T,O,O,T,O,T,T,O,T,O,T,T,O,T,T,  	S	2017-08-31 09:03:35	4	i don t know.
yi1685	YI0059_05		U	2017-08-31 09:03:46	5	what is your favorite color? 
yi1686	YI0059_06	  T,T,O,T,O,X,T,O,T,O,T,O,T,T,T,T,O,O,T,O,X,T,O,T,T,T,O,O,T,T,  	S	2017-08-31 09:03:46	6	i don t know.
yi1687	YI0059_07		U	2017-08-31 09:04:03	7	what about your favorite music? 
yi1688	YI0059_08	  X,T,O,O,O,X,O,O,T,O,O,O,T,T,O,T,O,X,O,O,X,T,O,X,O,T,X,T,T,T,  	S	2017-08-31 09:04:03	8	its beyond my possibilities. i would like to talk about you!
yi1689	YI0059_09		U	2017-08-31 09:04:24	9	i don not know what i could tell you. what would you like to know? 
yi1690	YI0059_10	  X,T,T,T,T,X,T,O,O,T,T,O,T,T,T,T,T,X,O,O,O,T,O,T,X,T,X,X,T,T,  	S	2017-08-31 09:04:24	10	i m not surprised.
yi1691	YI0059_11		U	2017-08-31 09:04:35	11	why would you say that? 
yi1692	YI0059_12	  T,T,T,T,O,X,T,O,O,O,T,O,T,T,X,T,T,X,T,O,X,T,O,T,O,T,O,O,T,T,  	S	2017-08-31 09:04:35	12	i don t know.
yi1693	YI0059_13		U	2017-08-31 09:04:53	13	you seem very confused. are you alright? 
yi1694	YI0059_14	  O,T,T,O,O,X,X,O,O,O,T,O,T,T,T,T,T,X,O,O,O,T,O,T,T,T,T,O,T,T,  	S	2017-08-31 09:04:53	14	yes.
yi1695	YI0059_15		U	2017-08-31 09:05:17	15	okay, just making sure. where are you flying from? 
yi1696	YI0059_16	  O,T,T,T,O,X,T,O,T,O,T,O,T,T,X,T,T,X,T,O,T,T,O,T,O,T,X,O,T,T,  	S	2017-08-31 09:05:17	16	i don t know.
yi1697	YI0059_17		U	2017-08-31 09:05:37	17	what is your opinion on donald trump? 
yi1698	YI0059_18	  T,T,T,O,O,X,T,O,O,O,T,O,T,T,O,T,T,X,O,T,O,T,T,O,X,T,O,O,O,T,  	S	2017-08-31 09:05:37	18	he s a disgrace to the country.
yi1699	YI0059_19		U	2017-08-31 09:06:01	19	now that is definitely something we can agree on. shocking that you said that though. what about mike pence? 
yi1700	YI0059_20	  T,T,T,O,O,X,O,O,O,O,T,O,X,T,O,T,O,X,O,O,O,T,T,O,O,T,T,O,O,T,  	S	2017-08-31 09:06:01	20	pence is complicit.
yi1701	YI0001_00		S	2017-08-30 16:48:20	0	hello!
yi1702	YI0001_01		U	2017-08-30 16:48:46	1	hi!
yi1703	YI0001_02	  O,O,O,O,T,O,O,T,O,T,X,T,T,O,O,T,X,T,T,O,O,T,T,T,T,O,T,O,O,T,  	S	2017-08-30 16:48:46	2	hi.
yi1704	YI0001_03		U	2017-08-30 16:48:58	3	what is up?
yi1705	YI0001_04	  O,X,O,T,T,O,O,X,O,T,X,T,T,O,T,T,T,T,T,T,T,X,T,T,T,T,O,O,X,T,  	S	2017-08-30 16:48:58	4	i don t know what happened to me
yi1706	YI0001_05		U	2017-08-30 16:49:07	5	what do you mean?
yi1707	YI0001_06	  T,T,O,X,X,O,T,O,O,T,O,O,T,O,T,T,X,T,X,T,O,X,T,T,T,T,T,O,X,T,  	S	2017-08-30 16:49:07	6	i don t know.
yi1708	YI0001_07		U	2017-08-30 16:49:17	7	what is your name?
yi1709	YI0001_08	  X,X,O,X,T,O,T,X,T,T,X,O,T,O,T,T,X,T,O,T,T,X,T,T,T,X,O,T,T,T,  	S	2017-08-30 16:49:17	8	i don t know what s going on.
yi1710	YI0001_09		U	2017-08-30 16:49:27	9	are you okay?
yi1711	YI0001_10	  O,O,O,T,T,O,T,O,O,T,O,O,T,O,T,T,T,T,T,O,O,T,T,T,T,O,O,O,X,T,  	S	2017-08-30 16:49:27	10	yeah.
yi1712	YI0001_11		U	2017-08-30 16:49:34	11	did you die?
yi1713	YI0001_12	  X,X,O,T,T,O,T,X,X,T,O,O,T,O,X,X,X,T,O,T,O,X,T,T,T,O,O,T,X,T,  	S	2017-08-30 16:49:34	12	yes.
yi1714	YI0001_13		U	2017-08-30 16:49:43	13	so you are dead?
yi1715	YI0001_14	  X,O,O,T,T,O,T,X,X,T,O,O,T,O,X,X,O,T,O,T,O,X,T,T,T,T,O,O,X,T,  	S	2017-08-30 16:49:43	14	yes.
yi1716	YI0001_15		U	2017-08-30 16:49:52	15	that is creepy.
yi1717	YI0001_16	  X,X,O,T,T,O,T,T,O,T,X,O,T,O,T,X,X,X,T,O,X,X,T,X,T,T,O,T,T,O,  	S	2017-08-30 16:49:52	16	 i can t answer. let s talk about movies.
yi1718	YI0001_17		U	2017-08-30 16:50:06	17	what is your favorite movie?
yi1719	YI0001_18	  X,X,O,X,T,O,T,X,T,T,X,O,T,O,X,X,O,T,T,X,X,X,T,T,T,T,O,T,X,T,  	S	2017-08-30 16:50:06	18	what a joke!
yi1720	YI0001_19		U	2017-08-30 16:50:16	19	what is your favorite movie?
yi1721	YI0001_20	  X,X,O,X,T,O,T,X,X,T,X,O,T,O,T,X,X,T,T,X,X,X,T,T,T,O,O,T,X,T,  	S	2017-08-30 16:50:16	20	i m not surprised.
yi1722	YI0021_00		S	2017-08-31 08:41:20	0	hello!
yi1723	YI0021_01		U	2017-08-31 08:42:07	1	hi, how are you doing today?
yi1724	YI0021_02	  T,O,T,O,T,O,O,T,X,O,O,O,T,T,O,O,T,T,O,O,O,O,X,T,O,O,T,T,X,O,  	S	2017-08-31 08:42:07	2	hi.
yi1725	YI0021_03		U	2017-08-31 08:43:18	3	are you here alone?
yi1726	YI0021_04	  T,O,T,O,O,O,O,T,T,T,O,O,O,T,O,O,T,X,O,T,O,O,O,T,O,T,T,T,X,O,  	S	2017-08-31 08:43:18	4	yes.
yi1727	YI0021_05		U	2017-08-31 08:44:45	5	what do you like to do for fun?
yi1728	YI0021_06	  T,T,T,O,O,T,O,T,T,T,T,O,X,X,O,O,T,T,O,O,O,O,T,T,O,T,T,T,T,O,  	S	2017-08-31 08:44:45	6	i don t.
yi1729	YI0021_07		U	2017-08-31 08:45:44	7	do you have a job?
yi1730	YI0021_08	  T,T,T,O,O,O,O,T,T,T,O,O,O,T,O,O,T,X,O,T,O,O,O,T,O,X,T,T,X,O,  	S	2017-08-31 08:45:44	8	yes.
yi1731	YI0021_09		U	2017-08-31 08:46:51	9	what kind of work do you do?
yi1732	YI0021_10	  T,X,T,O,X,X,O,T,T,T,T,T,X,T,O,O,T,T,O,O,O,O,X,T,X,O,T,T,X,O,  	S	2017-08-31 08:46:51	10	i do.
yi1733	YI0021_11		U	2017-08-31 08:48:03	11	do you have any kids of your own?
yi1734	YI0021_12	  T,X,T,O,O,O,O,T,T,T,O,O,O,T,O,O,T,T,O,T,O,O,O,T,O,X,T,T,X,O,  	S	2017-08-31 08:48:03	12	no.
yi1735	YI0021_13		U	2017-08-31 08:48:49	13	do you have any kids of your own?
yi1736	YI0021_14	  T,O,T,O,O,O,O,T,T,T,O,T,O,T,O,O,T,T,O,O,O,O,X,T,T,T,T,T,X,O,  	S	2017-08-31 08:48:49	14	no.
yi1737	YI0021_15		U	2017-08-31 08:49:45	15	do you enjoying flying in a plane?
yi1738	YI0021_16	  T,T,T,T,T,X,O,T,T,O,O,T,T,X,T,O,T,T,O,T,O,T,X,T,X,X,T,T,T,O,  	S	2017-08-31 08:49:45	16	do you know what? i can t answer! i would like to talk about cats)
yi1739	YI0021_17		U	2017-08-31 08:50:41	17	do you have any cats?
yi1740	YI0021_18	  T,X,T,O,O,O,O,T,T,T,O,O,O,T,O,O,T,T,O,O,O,O,O,X,O,X,T,T,X,O,  	S	2017-08-31 08:50:41	18	no.
yi1741	YI0021_19		U	2017-08-31 08:52:44	19	i have a cat his name is puffy daddy.
yi1742	YI0021_20	  T,T,T,O,X,X,T,T,X,T,X,X,X,X,T,O,T,T,O,T,T,O,X,T,X,T,T,T,X,O,  	S	2017-08-31 08:52:44	20	i m going to put your arm on your arm.
yi1743	YI0084_00		S	2017-08-31 09:12:38	0	hello!
yi1744	YI0084_01		U	2017-08-31 09:12:47	1	how are you doing
yi1745	YI0084_02	  T,O,O,O,T,O,T,T,T,T,T,X,T,X,T,O,T,T,O,T,T,X,O,O,O,X,T,T,O,T,  	S	2017-08-31 09:12:47	2	i don t want to know what i don t have to say about this.
yi1746	YI0084_03		U	2017-08-31 09:13:00	3	do you like apples
yi1747	YI0084_04	  T,T,O,O,T,X,O,T,T,O,T,X,O,T,O,O,O,T,O,T,O,O,T,O,O,O,T,O,O,T,  	S	2017-08-31 09:13:00	4	yes.
yi1748	YI0084_05		U	2017-08-31 09:15:49	5	do you like oranges?
yi1749	YI0084_06	  T,T,O,O,T,X,X,T,T,O,T,X,X,T,O,O,O,T,O,T,O,O,O,O,O,O,T,O,O,T,  	S	2017-08-31 09:15:49	6	yes.
yi1750	YI0084_07		U	2017-08-31 09:24:31	7	what are you doing
yi1751	YI0084_08	  T,O,O,T,O,O,T,T,T,T,O,O,T,T,T,O,T,X,O,T,T,O,T,O,O,T,X,T,O,T,  	S	2017-08-31 09:24:31	8	what are you doing?
yi1752	YI0084_09		U	2017-08-31 09:24:45	9	im talking to you
yi1753	YI0084_10	  X,T,O,X,T,X,X,T,T,T,T,T,X,T,O,O,T,T,O,T,T,X,O,T,T,T,X,T,O,T,  	S	2017-08-31 09:24:45	10	what a joke.
yi1754	YI0084_11		U	2017-08-31 09:24:59	11	why is it a joke
yi1755	YI0084_12	  X,T,T,X,T,X,T,T,T,T,T,T,O,T,X,O,T,T,O,O,T,O,T,O,T,T,T,O,O,T,  	S	2017-08-31 09:24:59	12	 its beyond my possibilities  let s talk about cats
yi1756	YI0084_13		U	2017-08-31 09:27:36	13	what does that mean
yi1757	YI0084_14	  X,T,O,X,O,X,X,T,T,X,T,X,X,T,T,O,T,O,O,X,X,X,O,X,T,X,T,X,O,T,  	S	2017-08-31 09:27:36	14	that s awesome!
yi1758	YI0084_15		U	2017-08-31 09:29:36	15	chicken are yummy
yi1759	YI0084_16	  X,T,O,T,X,X,T,X,T,T,T,X,X,T,O,O,T,T,O,T,T,X,T,O,T,X,T,X,O,T,  	S	2017-08-31 09:29:36	16	this is fake news
yi1760	YI0084_17		U	2017-08-31 09:29:49	17	it is not fake news
yi1761	YI0084_18	  X,T,O,O,O,X,X,X,T,X,T,X,X,T,O,O,T,T,O,T,T,X,O,O,T,X,T,T,O,T,  	S	2017-08-31 09:29:49	18	fake news
yi1762	YI0084_19		U	2017-08-31 09:30:33	19	do you like republicans or democratic
yi1763	YI0084_20	  X,T,O,X,X,X,O,T,T,O,T,T,X,T,O,O,X,T,O,T,X,X,T,O,T,T,T,X,T,T,  	S	2017-08-31 09:30:33	20	they have no idea what they are talking about.
yi1764	YI0093_00		S	2017-08-31 09:51:57	0	hello!
yi1765	YI0093_01		U	2017-08-31 09:52:06	1	hi!
yi1766	YI0093_02	  O,O,T,T,X,O,T,X,T,T,T,O,O,T,O,T,O,X,O,T,T,O,T,O,O,T,O,O,O,O,  	S	2017-08-31 09:52:06	2	hi.
yi1767	YI0093_03		U	2017-08-31 09:52:19	3	how are you today
yi1768	YI0093_04	  O,T,T,T,X,T,T,T,T,T,T,O,O,T,O,T,O,T,T,T,T,T,T,O,O,T,O,X,O,T,  	S	2017-08-31 09:52:19	4	i don t know what happened to me
yi1769	YI0093_05		U	2017-08-31 09:52:36	5	tell me about it
yi1770	YI0093_06	  T,T,T,T,X,X,T,X,T,X,T,O,T,O,T,X,O,O,X,T,O,O,T,O,O,T,O,X,O,O,  	S	2017-08-31 09:52:36	6	what?
yi1771	YI0093_07		U	2017-08-31 09:52:55	7	what happened to you
yi1772	YI0093_08	  T,O,O,T,X,O,T,X,T,X,T,O,T,O,T,O,O,X,O,T,O,T,T,T,X,X,O,X,T,T,  	S	2017-08-31 09:52:55	8	what happened?
yi1773	YI0093_09		U	2017-08-31 09:53:16	9	i had a great day
yi1774	YI0093_10	  O,X,T,T,X,T,T,T,T,X,T,T,T,O,X,X,O,O,T,T,O,O,T,O,O,T,O,X,T,T,  	S	2017-08-31 09:53:16	10	what a joke.
yi1775	YI0093_11		U	2017-08-31 09:53:44	11	i don not see anything funny about that
yi1776	YI0093_12	  O,X,O,T,X,X,T,X,T,X,T,X,T,O,X,X,O,T,X,T,O,T,T,T,O,T,O,X,O,T,  	S	2017-08-31 09:53:44	12	what a joke!
yi1777	YI0093_13		U	2017-08-31 09:54:01	13	your attitude is a joke
yi1778	YI0093_14	  T,X,X,T,X,O,T,X,T,O,T,X,T,O,O,O,O,T,T,T,T,O,T,O,O,T,O,T,O,T,  	S	2017-08-31 09:54:01	14	 its beyond my possibilities. i would like to discuss you)
yi1779	YI0093_15		U	2017-08-31 09:54:20	15	i am  fine, your the one with problem
yi1780	YI0093_16	  X,X,X,T,T,T,T,X,T,X,T,X,T,X,X,X,O,T,X,T,T,T,T,X,O,O,O,X,X,X,  	S	2017-08-31 09:54:20	16	lock him up!
yi1781	YI0093_17		U	2017-08-31 09:55:00	17	i think execution would be better than locked up.
yi1782	YI0093_18	  T,T,T,T,X,X,T,X,T,X,T,T,T,O,X,X,O,T,T,T,O,O,T,O,O,O,O,X,T,O,  	S	2017-08-31 09:55:00	18	what?
yi1783	YI0093_19		U	2017-08-31 09:55:24	19	locking people up is expensive
yi1784	YI0093_20	  O,O,T,T,T,O,T,X,T,O,T,X,T,O,T,X,O,T,O,T,T,T,T,O,T,O,O,O,O,O,  	S	2017-08-31 09:55:24	20	i m not surprised.
yi1785	YI0005_00		S	2017-08-30 18:27:31	0	hello!
yi1786	YI0005_01		U	2017-08-30 18:28:00	1	hello
yi1787	YI0005_02	  O,O,O,O,T,O,O,O,X,X,O,T,O,X,O,O,T,O,T,T,T,T,X,T,O,T,O,T,O,O,  	S	2017-08-30 18:28:00	2	hello!
yi1788	YI0005_03		U	2017-08-30 18:28:09	3	how are you doing?
yi1789	YI0005_04	  T,X,O,T,T,X,T,O,X,X,O,T,T,X,T,O,T,T,T,O,X,T,X,X,O,T,T,T,T,O,  	S	2017-08-30 18:28:09	4	i don t understand  its beyond my possibilities. i would like to talk about you)
yi1790	YI0005_05		U	2017-08-30 18:28:32	5	what would you like to know?
yi1791	YI0005_06	  T,T,O,T,X,X,T,O,T,X,X,T,T,X,O,O,T,O,T,T,X,T,O,X,O,T,X,T,T,O,  	S	2017-08-30 18:28:32	6	i don t know.
yi1792	YI0005_07		U	2017-08-30 18:28:56	7	i like to read.
yi1793	YI0005_08	  O,O,O,O,O,X,O,O,X,T,T,T,O,T,O,O,T,T,T,O,X,T,T,O,O,T,T,T,T,O,  	S	2017-08-30 18:28:56	8	i know.
yi1794	YI0005_09		U	2017-08-30 18:29:07	9	do you like anything?
yi1795	YI0005_10	  T,T,O,O,T,X,O,O,X,T,T,T,O,X,T,O,T,O,T,T,T,T,O,X,O,T,X,T,O,T,  	S	2017-08-30 18:29:07	10	no.
yi1796	YI0005_11		U	2017-08-30 18:29:19	11	do you have a name?
yi1797	YI0005_12	  O,T,O,O,O,X,O,O,X,T,T,T,T,X,O,O,T,T,T,T,T,T,O,X,O,T,X,T,O,O,  	S	2017-08-30 18:29:19	12	no.
yi1798	YI0005_13		U	2017-08-30 18:29:34	13	are you a male or female?
yi1799	YI0005_14	  T,X,O,T,T,X,T,O,O,X,X,T,T,X,O,O,T,O,T,O,X,T,X,X,O,T,X,T,O,O,  	S	2017-08-30 18:29:34	14	 its beyond my possibilities! i would like to talk about news.
yi1800	YI0005_15		U	2017-08-30 18:29:51	15	what do you think about donald trump?
yi1801	YI0005_16	  O,O,O,O,O,X,T,O,X,X,X,T,T,T,O,O,X,T,T,O,X,T,O,O,O,T,T,T,O,O,  	S	2017-08-30 18:29:51	16	he s a joke.
