	utterances	interjection	adverb	subobjvrb	neg-keywords
1704	[i, like, adele, as, a, pop, singer]	[['i', 'adele', 'a', 'pop', 'singer']]	[[]]	[[['i'], []]]	[[[['like', 'like', 'like', 'like', 'singer', 'singer', 'as']]]]
1705	[i, do, not, .]	[['i', '.']]	[['not']]	[[['i'], []]]	[[[[not, .]]]]
1706	[who, do, you, like, ?]	[['who', '?']]	[[]]	[[['you'], []]]	[[[do, you]]]
1707	[right, now, i, m, not, gravitating, toward, a, lot, of, people, right, now, .]	[['i', 'm', 'a', 'lot', 'people', '.']]	[['right', 'now', 'not', 'right', 'now']]	[[['i'], []]]	[[[m, not], [[not, gravitating]]]]
1708	[do, you, like, board, games]	[['board', 'games']]	[[]]	[[['you'], []]]	[[[do, you]]]
1709	[operation, !, the, goofy, game, for, dopey, doctors, !]	[['operation', '!', 'game', 'doctors', '!']]	[['goofy', 'dopey']]	[[[], []]]	[[[['operation', 'operation', 'game', 'game', 'game', 'game', 'doctors', 'for', 'game']]], [[['operation', 'operation', 'game', 'game', 'game', 'game', 'doctors', 'for', 'game']]]]
1710	[that, is, a, good, one, .]	[['a', '.']]	[['good']]	[[['that'], []]]	[[[['is', 'is', 'one', 'one', 'is', 'is']]]]
1711	[there, is, nothing, bad, about, being, compared, to, awesome, actors, .]	[['nothing', 'actors', '.']]	[['there', 'bad', 'awesome']]	[[[], []]]	[[[being, compared]]]
1712	[i, like, trivial, pursuit]	[['i', 'pursuit']]	[['trivial']]	[[['i'], []]]	[[[['like', 'like', 'pursuit', 'like']]]]
1713	[i, probably, own, more, than, 50, firearms, ., can, we, talk, about, something, else, ?]	[['i', 'firearms', '.', 'something', '?']]	[['probably', 'more', 'else']]	[[['i', 'we'], []]]	[[[['own', 'own', 'own', '50', '50', 'firearms', 'own', 'own', 'talk', 'talk', 'talk', 'talk', 'about', 'something', 'talk']]], [[can, we]]]
1714	[do, you, have, any, shotguns, ?]	[['shotguns', '?']]	[[]]	[[['you'], []]]	[[[do, you]]]
1715	[i, certainly, try, .]	[['i', '.']]	[['certainly']]	[[['i'], []]]	[[[['try', 'try', 'try', 'try']]]]
1716	[do, you, go, hunting, ?]	[['?']]	[[]]	[[['you'], []]]	[[[do, you]]]
1717	[i, certainly, try, .]	[['i', '.']]	[['certainly']]	[[['i'], []]]	[[[['try', 'try', 'try', 'try']]]]
1718	[do, you, hunt, deer, ?]	[['deer', '?']]	[[]]	[[['you'], []]]	[[[do, you]]]
1719	[i, certainly, try, .]	[['i', '.']]	[['certainly']]	[[['i'], []]]	[[[['try', 'try', 'try', 'try']]]]
1720	[hello]	[[]]	[[]]	[[[], []]]	[[[['hello']]]]
1721	[hello, ,, i, really, like, movies, ., how, about, we, talk, about, movies]	[[',', 'i', 'movies', '.', 'movies']]	[['really', 'how']]	[[['i', 'we'], []]]	[[[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']]], [[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']]]]
1722	[sure, ,, what, kind, of, movies, do, you, like, ?]	[[',', 'kind', 'movies', '?']]	[['sure', 'what']]	[[['you'], []]]	[[[do, you]]]
1723	[do, you, like, super, hero, movies, or, disney, movies, ?]	[['hero', 'movies', 'or', 'disney', 'movies', '?']]	[['super']]	[[['you'], []]]	[[[do, you]]]
1724	[you, re, not, supposed, to, answer, a, question, with, a, question, ,, but, sure, ., disney, movies, are, more, up, my, alley]	[['a', 'question', 'a', 'question', ',', 'but', '.', 'disney', 'movies', 'alley']]	[['not', 'sure', 'more', 'my']]	[[['movies'], []]]	[[[re, not], [[not, supposed]], [to, answer]], [[['supposed', 'supposed', 'supposed', 'supposed', 'answer', 'supposed', 'question', 'answer', 'question', 'question', 'with', 'supposed', 'supposed', 'supposed', 'sure', 'movies', 'are', 'are', 'up', 'are', 'alley', 'up']]]]
1725	[what, is, alley, ?]	[['what', 'alley', '?']]	[[]]	[[['alley'], []]]	[[[['is', 'is', 'is', 'is']]]]
1726	[it, was, a, figure, of, speech, ,, i, like, disney, movies]	[['a', 'figure', 'speech', ',', 'i', 'disney', 'movies']]	[[]]	[[['it', 'i'], []]]	[[[['was', 'like', 'figure', 'was', 'figure', 'of', 'like', 'like', 'like', 'movies', 'like']]]]
1727	[i, really, liked, the, first, avenger, movie, ., when, iron, man, came, back, alive, ,, i, cried, for, it, .]	[['i', 'avenger', 'movie', '.', 'iron', 'man', ',', 'i', '.']]	[['really', 'first', 'when', 'back', 'alive']]	[[['i', 'man', 'i'], []]]	[[[['liked', 'liked', 'liked', 'movie', 'movie', 'movie', 'liked', 'liked', 'came', 'man', 'came', 'cried', 'came', 'came', 'cried', 'cried', 'cried', 'cried', 'for', 'cried']]], [[['liked', 'liked', 'liked', 'movie', 'movie', 'movie', 'liked', 'liked', 'came', 'man', 'came', 'cried', 'came', 'came', 'cried', 'cried', 'cried', 'cried', 'for', 'cried']]]]
1728	[cried, for, what, ?]	[['what', '?']]	[[]]	[[[], []]]	[[[['cried', 'cried', 'for', 'cried']]]]
1729	[my, favorite, super, hero, is, captain, america, .]	[['hero', 'captain', 'america', '.']]	[['my', 'favorite', 'super']]	[[['hero'], []]]	[[[['hero', 'hero', 'hero', 'is', 'is', 'america', 'is', 'is']]]]
1730	[what, makes, him, special, ?]	[['what', '?']]	[['special']]	[[['what', 'him'], []]]	[[[['makes', 'makes', 'special', 'makes', 'makes']]]]
1731	[who, is, your, favorite, super, hero, ?]	[['who', 'hero', '?']]	[['your', 'favorite', 'super']]	[[['who'], []]]	[[[['is', 'is', 'hero', 'hero', 'hero', 'is', 'is']]]]
1732	[kermit]	[[]]	[[]]	[[[], []]]	[[[['kermit']]]]
1733	[what, is, kermit, ?]	[['what', '?']]	[[]]	[[['kermit'], []]]	[[[['is', 'is', 'is', 'is']]]]
1734	[my, favorite, super, hero]	[['hero']]	[['my', 'favorite', 'super']]	[[[], []]]	[[[['hero', 'hero', 'hero', 'hero']]]]
1735	[do, you, want, to, see, captain, america, :, civil, war, together, ?]	[['captain', 'america', ':', 'war', '?']]	[['civil', 'together']]	[[['you'], []]]	[[[do, you], [to, see]]]
1736	[you, seem, like, a, 14, year, old, with, severe, adhd, ,, so, no]	[['a', 'year', 'adhd', ',', 'so']]	[['old', 'severe']]	[[['you'], []]]	[[[['seem', 'seem', 'seem', 'old', 'year', 'old', 'like', 'old', 'adhd', 'with', 'seem', 'seem', 'seem']]]]
1737	[are, you, talking, about, adhd, ,, the, musical, group]	[['adhd', ',', 'group']]	[['musical']]	[[['you'], []]]	[[[are, you]]]
1738	[that, s, acdc, ,, no, i, m, talking, about, attention, deficit, hyperactivity, disorder]	[['s', 'acdc', ',', 'i', 'm', 'attention', 'deficit', 'hyperactivity', 'disorder']]	[[]]	[[['that', 'i'], []]]	[[[['s', 'talking', 's', 'talking', 'talking', 'talking', 'talking', 'talking', 'talking', 'deficit', 'disorder', 'disorder', 'about']]]]
1739	[what, is, hyperactivity, ?]	[['what', 'hyperactivity', '?']]	[[]]	[[['hyperactivity'], []]]	[[[['is', 'is', 'is', 'is']]]]
1740	[hi, !]	[['!']]	[[]]	[[[], []]]	[[[['hi', 'hi']]]]
1741	[hello, ,, i, really, like, sports, ., how, about, we, talk, about, sports]	[[',', 'i', 'sports', '.', 'sports']]	[['really', 'how']]	[[['i', 'we'], []]]	[[[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']]], [[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']]]]
1742	[how, do, you, do, ?]	[['?']]	[['how']]	[[['you'], []]]	[[[do, you]]]
1743	[well, ,, you, --]	[[',']]	[[]]	[[[], []]]	[[[['you', 'well', 'you', 'you']]]]
1744	[what, s, the, weather, like, ?]	[['what', 's', 'weather', '?']]	[[]]	[[['weather'], []]]	[[[['s', 's', 'weather', 's', 's', 's']]]]
1745	[you, and, i, could, play, a, game, .]	[['and', 'i', 'a', 'game', '.']]	[[]]	[[['you'], []]]	[[[could, play]]]
1746	[which, game, ?]	[['game', '?']]	[['which']]	[[[], []]]	[[[['game', 'game', 'game']]]]
1747	[oh, dear, ,, it, s, even, worse, than, i, thought, .]	[[',', 's', 'i', '.']]	[['even', 'worse']]	[[['it', 'i'], []]]	[[[['s', 'oh', 's', 's', 's', 'worse', 's', 'thought', 'thought', 'worse', 's']]]]
1748	[oh, really]	[[]]	[['really']]	[[[], []]]	[[[['oh', 'oh']]]]
1749	[yes, ,, really, .]	[[',', '.']]	[['really']]	[[[], []]]	[[[['really', 'really', 'really', 'really']]]]
1750	[what, are, you, doing, ?]	[['what', '?']]	[[]]	[[['you'], []]]	[[[are, you]]]
1751	[i, do, nt, know, .]	[['i', '.']]	[['nt']]	[[['i'], []]]	[[[do, nt]]]
1752	[so, do, i]	[['i']]	[['so']]	[[['i'], []]]	[[[['do', 'do', 'do']]]]
1753	[i, do, nt, think, so, .]	[['i', '.']]	[['nt', 'so']]	[[['i'], []]]	[[[do, nt]]]
1754	[what, about, sport, ?]	[['what', 'sport', '?']]	[[]]	[[[], []]]	[[[['about', 'about', 'about', 'about']]]]
1755	[i, think, they, re, finally, realizing, what, ,, you, know, ,, what, this, --, the, damage, that, can, be, done, to, the, brain, .]	[['i', 'what', ',', ',', 'what', 'damage', 'brain', '.']]	[['finally', 'that']]	[[['i', 'they', 'you'], []]]	[[[re, finally], [can, be], [be, done]]]
1756	[what, do, you, mean, ?]	[['what', '?']]	[[]]	[[['you'], []]]	[[[do, you]]]
1757	[millions, of, fans, just, want, the, show, back, on, the, air, .]	[['millions', 'fans', 'show', 'air', '.']]	[['just']]	[[['millions', 'show'], []]]	[[[['want', 'millions', 'of', 'want', 'want', 'show', 'back', 'want', 'back', 'air', 'on', 'want']]]]
1758	[okay]	[[]]	[[]]	[[[], []]]	[[[['okay']]]]
1759	[i, love, a, bit, of, the, old, ludwig, van, .]	[['i', 'a', 'bit', 'ludwig', 'van', '.']]	[['old']]	[[['i'], []]]	[[[['love', 'love', 'bit', 'love', 'bit', 'van', 'van', 'van', 'of', 'love']]]]
1760	[hello, ,, how, are, you, ?]	[[',', '?']]	[['how']]	[[['you'], []]]	[[[['are', 'are', 'are', 'are', 'are', 'are']]]]
1761	[hello, ,, i, really, like, movies, ., how, about, we, talk, about, movies]	[[',', 'i', 'movies', '.', 'movies']]	[['really', 'how']]	[[['i', 'we'], []]]	[[[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']]], [[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']]]]
1762	[sur, ,, we, can, talk, about, that]	[[',']]	[[]]	[[['we'], []]]	[[[can, talk]]]
1763	[what, is, sur, ?]	[['what', '?']]	[['sur']]	[[['what'], []]]	[[[['is', 'is', 'is', 'is']]]]
1764	[i, meant, sure, ,, sorry]	[['i', ',']]	[['sure']]	[[['i'], []]]	[[[['meant', 'meant', 'meant', 'meant', 'meant']]]]
1765	[do, you, like, super, hero, movies, or, disney, movies, ?]	[['hero', 'movies', 'or', 'disney', 'movies', '?']]	[['super']]	[[['you'], []]]	[[[do, you]]]
1766	[i, like, superheroes]	[['i', 'superheroes']]	[[]]	[[['i'], []]]	[[[['like', 'like', 'like']]]]
1767	[do, you, watch, them, with, your, kids, ?]	[['kids', '?']]	[['your']]	[[['you'], []]]	[[[do, you]]]
1768	[i, do, nt, have, kids]	[['i', 'kids']]	[['nt']]	[[['i'], []]]	[[[do, nt]]]
1769	[let, us, make, a, plan, to, see, the, latest, star, war, movies, together]	[['a', 'plan', 'star', 'war', 'movies']]	[['latest', 'together']]	[[['us'], []]]	[[[to, see]]]
1770	[of, course, ,, when, should, we, go]	[['course', ',']]	[['when']]	[[['we'], []]]	[[[should, we]]]
1771	[i, really, liked, the, first, avenger, movie, ., when, iron, man, came, back, alive, ,, i, cried, for, it, .]	[['i', 'avenger', 'movie', '.', 'iron', 'man', ',', 'i', '.']]	[['really', 'first', 'when', 'back', 'alive']]	[[['i', 'man', 'i'], []]]	[[[['liked', 'liked', 'liked', 'movie', 'movie', 'movie', 'liked', 'liked', 'came', 'man', 'came', 'cried', 'came', 'came', 'cried', 'cried', 'cried', 'cried', 'for', 'cried']]], [[['liked', 'liked', 'liked', 'movie', 'movie', 'movie', 'liked', 'liked', 'came', 'man', 'came', 'cried', 'came', 'came', 'cried', 'cried', 'cried', 'cried', 'for', 'cried']]]]
1772	[it, was, a, really, good, movie]	[['a', 'movie']]	[['really', 'good']]	[[['it'], []]]	[[[['was', 'was', 'movie', 'good', 'movie', 'was']]]]
1773	[i, just, saw, captain, america, :, civil, war, ., it, is, a, really, nice, one, ,, much, better, than, the, previous, captain, america, movie, .]	[['i', 'captain', 'america', ':', 'war', '.', 'a', ',', 'captain', 'america', 'movie', '.']]	[['just', 'civil', 'really', 'nice', 'much', 'better', 'previous']]	[[['i', 'it'], []]]	[[[['saw', 'saw', 'saw', 'america', 'saw', 'america', 'war', 'america', 'saw', 'is', 'is', 'one', 'nice', 'one', 'is', 'one', 'better', 'one', 'better', 'movie', 'movie', 'america', 'movie', 'than', 'is']]], [[['saw', 'saw', 'saw', 'america', 'saw', 'america', 'war', 'america', 'saw', 'is', 'is', 'one', 'nice', 'one', 'is', 'one', 'better', 'one', 'better', 'movie', 'movie', 'america', 'movie', 'than', 'is']]]]
1774	[i, have, nt, seen, that, yet]	[['i']]	[['nt', 'yet']]	[[['i'], []]]	[[[have, nt]]]
1775	[oh, ,, my, god, .]	[[',', '.']]	[[]]	[[[], []]]	[[[['oh', 'oh', 'god', 'oh', 'oh']]]]
1776	[what, is, up, ?]	[['what', '?']]	[['up']]	[[['what'], []]]	[[[['is', 'is', 'is', 'is']]]]
1777	[do, you, want, to, see, captain, america, :, civil, war, together, ?]	[['captain', 'america', ':', 'war', '?']]	[['civil', 'together']]	[[['you'], []]]	[[[do, you], [to, see]]]
1778	[sure, ,, let, us, go, and, see, that, movie]	[[',', 'and', 'movie']]	[['sure']]	[[['us'], []]]	[[[['let', 'let', 'let', 'go', 'let', 'go', 'go', 'movie', 'see']]]]
1779	[have, you, seen, captain, america, :, civil, war, ?]	[['captain', 'america', ':', 'war', '?']]	[['civil']]	[[['you'], []]]	[[[have, you]]]
1780	[so, ,, how, are, you, doing, today, ?]	[['so', ',', 'today', '?']]	[['how']]	[[['you'], []]]	[[[are, you]]]
1781	[sad, that, i, m, not, a, real, human, boy, .]	[['i', 'm', 'a', 'boy', '.']]	[['sad', 'not', 'real', 'human']]	[[['i'], []]]	[[[[not, a]]]]
1782	[well, ,, that, s, distressing, ,, would, a, robot, body, help, ?]	[[',', 's', ',', 'a', 'robot', 'body', 'help', '?']]	[['distressing']]	[[['that', 'body'], []]]	[[[s, distressing], [would, a]]]
1783	[that, s, interesting, ., can, you, tell, me, something, about, your, job]	[['s', '.', 'something', 'job']]	[['interesting', 'your']]	[[['that', 'you'], []]]	[[[['s', 's', 's', 's', 'tell', 'tell', 'tell', 'tell', 'tell', 'something', 'job', 'about']]], [[can, you]]]
1784	[i, work, for, terribly, low, pay, on, mturk]	[['i', 'pay', 'mturk']]	[['terribly', 'low']]	[[['i'], []]]	[[[['work', 'work', 'work', 'low', 'pay', 'for', 'pay', 'on']]]]
1785	[let, us, make, a, plan, to, see, the, latest, star, war, movies, together]	[['a', 'plan', 'star', 'war', 'movies']]	[['latest', 'together']]	[[['us'], []]]	[[[to, see]]]
1786	[no, and, say, i, did, ?]	[['and', 'i', '?']]	[[]]	[[['i'], []]]	[[[['say', 'say', 'say', 'did', 'say', 'say']]]]
1787	[uhh, ,, i, ca, nt, answer, this, ., that, s, interesting, .]	[[',', 'i', '.', 's', '.']]	[['uhh', 'nt', 'interesting']]	[[['i', 'that'], []]]	[[[ca, nt]], [[['answer', 'answer', 'answer', 'answer', 'answer', 'answer', 'answer', 'answer', 's', 's', 's', 's']]]]
1788	[i, think, you, are, entirely, infearior, to, cleverbot]	[['i']]	[['entirely', 'infearior']]	[[['i', 'you'], []]]	[[[['think', 'think', 'are', 'think', 'infearior', 'are', 'infearior', 'to']]]]
1789	[uh, -, huh, ,, i, do, .]	[['-', ',', 'i', '.']]	[[]]	[[['i'], []]]	[[[['do', 'do', '-', 'do', 'do', 'do', 'do']]]]
1790	[you, do, what, ?]	[['what', '?']]	[[]]	[[['you'], []]]	[[[['do', 'do', 'do', 'do']]]]
1791	[i, m, going, to, now, .]	[['i', 'm', '.']]	[['now']]	[[['i'], []]]	[[[m, going], [to, now]]]
1792	[good]	[[]]	[['good']]	[[[], []]]	[[[['good']]]]
1793	[legalize, it, ,, tax, the, hell, out, of, it, ., what, do, you, think, ?]	[[',', 'hell', '.', 'what', '?']]	[[]]	[[['you'], []]]	[[[['legalize', 'legalize', 'legalize', 'legalize', 'hell', 'tax', 'tax', 'out', 'of', 'legalize', 'think', 'think', 'think', 'think', 'think']]], [[do, you]]]
1794	[what, are, you, even, talking, about, ?]	[['what', '?']]	[['even']]	[[['you'], []]]	[[[are, you]]]
1795	[the, one, with, all, the, women, ., any, thoughts, ?]	[['one', 'women', '.', 'thoughts', '?']]	[['all']]	[[[], []]]	[[[['one', 'one', 'one', 'women', 'women', 'with', 'one', 'thoughts', 'thoughts', 'thoughts']]], [[['one', 'one', 'one', 'women', 'women', 'with', 'one', 'thoughts', 'thoughts', 'thoughts']]]]
1796	[ok, ,, i, m, done, here, ,, your, bot, has, downs, ...]	[[',', 'i', 'm', ',', 'bot', 'downs']]	[['here', 'your']]	[[['bot'], []]]	[[[['done', 'done', 'done', 'done', 'has', 'done', 'has', 'bot', 'has', 'has', 'has', 'has']]]]
1797	[how, about, we, do, something, we, both, like]	[['something']]	[['how']]	[[['we'], []]]	[[[['about', 'do', 'do', 'do', 'do', 'do', 'we', 'do']]]]
1798	[how, about, no]	[[]]	[['how']]	[[[], []]]	[[[['about', 'no', 'no']]]]
1799	[i, have, spoken, to, the, family, ,, i, spoke, to, nancy, ,, her, mom, ,, today, .]	[['i', 'family', ',', 'i', 'nancy', ',', 'mom', ',', 'today', '.']]	[['her']]	[[['i', 'i'], []]]	[[[have, spoken]]]
1800	[hello, ,, what, is, going, on]	[[',', 'what']]	[[]]	[[['what'], []]]	[[[is, going]]]
1801	[hello, ,, i, really, like, movies, ., how, about, we, talk, about, movies]	[[',', 'i', 'movies', '.', 'movies']]	[['really', 'how']]	[[['i', 'we'], []]]	[[[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']]], [[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']]]]
1802	[okay, ,, lets, talk, about, horror, movies]	[[',', 'horror', 'movies']]	[[]]	[[[], []]]	[[[['lets', 'lets', 'lets', 'lets', 'talk', 'movies', 'about']]]]
1803	[i, love, thors, blue, eyes, .]	[['i', 'thors', 'eyes', '.']]	[['blue']]	[[['i'], []]]	[[[['love', 'love', 'love', 'eyes', 'love', 'love']]]]
1804	[i, like, blackwidows, body]	[['i', 'body']]	[[]]	[[['i'], []]]	[[[['like', 'like', 'body', 'like']]]]
1805	[i, love, black, widows, green, eyes, .]	[['i', 'widows', 'eyes', '.']]	[['black', 'green']]	[[['i'], []]]	[[[['love', 'love', 'widows', 'love', 'eyes', 'love', 'love']]]]
1806	[very, beautiful, green, eyes, ,, what, about, storms, eyes, ?]	[['eyes', ',', 'what', 'storms', 'eyes', '?']]	[['very', 'beautiful', 'green']]	[[[], []]]	[[[['beautiful', 'eyes', 'eyes', 'eyes', 'about', 'about', 'eyes', 'eyes', 'about', 'eyes']]]]
1807	[are, you, talking, about, storm, ,, the, war]	[['storm', ',', 'war']]	[[]]	[[['you'], []]]	[[[are, you]]]
1808	[storm, the, x, -, men, character]	[['storm', 'x', '-', 'men', 'character']]	[[]]	[[[], []]]	[[[['storm', 'character', 'men', 'men', 'character', 'storm']]]]
1809	[what, is, x, -, men, ?]	[['what', 'x', '-', 'men', '?']]	[[]]	[[['what', 'men'], []]]	[[[['is', 'is', 'men', 'men', 'is', 'is']]]]
1810	[a, movie, and, a, comic, book]	[['a', 'movie', 'and', 'a', 'book']]	[['comic']]	[[[], []]]	[[[['movie', 'movie', 'movie', 'book', 'book', 'movie']]]]
1811	[do, you, like, super, hero, movies, or, disney, movies, ?]	[['hero', 'movies', 'or', 'disney', 'movies', '?']]	[['super']]	[[['you'], []]]	[[[do, you]]]
1812	[super, hero, movies, ,, who, is, your, favorite, super, hero, ?]	[['hero', 'movies', ',', 'who', 'hero', '?']]	[['super', 'your', 'favorite', 'super']]	[[['who'], []]]	[[[['hero', 'movies', 'movies', 'movies', 'is', 'movies', 'hero', 'hero', 'hero', 'is', 'movies']]]]
1813	[my, favorite, super, hero, is, captain, america, .]	[['hero', 'captain', 'america', '.']]	[['my', 'favorite', 'super']]	[[['hero'], []]]	[[[['hero', 'hero', 'hero', 'is', 'is', 'america', 'is', 'is']]]]
1814	[i, like, the, punisher, on, the, tv, show, ,, do, you, like, lucifer, tv, show, ?]	[['i', 'punisher', 'tv', 'show', ',', 'tv', 'show', '?']]	[[]]	[[['i', 'you'], []]]	[[[do, you]]]
1815	[are, you, talking, about, lucifer, ,, the, american, comedy, series]	[['lucifer', ',', 'comedy', 'series']]	[['american']]	[[['you'], []]]	[[[are, you]]]
1816	[yes, ,, but, its, more, of, a, drama, than, a, comedy]	[[',', 'but', 'a', 'drama', 'a', 'comedy']]	[['its', 'more']]	[[[], []]]	[[[['more', 'more', 'more', 'more', 'more', 'more', 'drama', 'of', 'drama', 'comedy', 'than']]]]
1817	[i, really, like, the, first, avenger, movie, ,, have, you, seen, it, before, ?]	[['i', 'avenger', 'movie', ',', '?']]	[['really', 'first', 'before']]	[[['i', 'you'], []]]	[[[have, you]]]
1818	[yes, ,, i, like, it, ., did, you, like, the, batman, versus, superman, movie, ?]	[[',', 'i', '.', 'batman', 'superman', 'movie', '?']]	[[]]	[[['i', 'you'], []]]	[[[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'like', 'like', 'batman', 'like', 'batman', 'movie', 'versus', 'like']]], [[did, you]]]
1819	[i, love, his, black, eyes, .]	[['i', 'eyes', '.']]	[['his', 'black']]	[[['i'], []]]	[[[['love', 'love', 'eyes', 'eyes', 'love', 'love']]]]
1820	[hello]	[[]]	[[]]	[[[], []]]	[[[['hello']]]]
1821	[do, not, argue, with, an, idiot, ., he, will, drag, you, down, to, his, level, and, beat, you, with, experience, .]	[['idiot', '.', 'level', 'and', 'experience', '.']]	[['not', 'his']]	[[['he'], []]]	[[[do, not], [[not, argue]]], [[will, drag]]]
1822	[um, ,, okay, ,, that, was, random]	[[',', ',']]	[['random']]	[[['that'], []]]	[[[['was', 'was', 'was', 'was', 'was', 'was', 'was']]]]
1823	[no, ,, peter, ,, iraq, had, nothing, to, do, with, this, ., let, me, know, something, you, re, interested, in, .]	[[',', 'peter', ',', 'iraq', 'nothing', '.', 'something', '.']]	[['interested']]	[[['iraq', 'me', 'you'], []]]	[[[to, do]], [[['had', 'had', 'had', 'had', 'had', 'had', 'had', 'do', 'nothing', 'do', 'with', 'had', 'let', 'know', 'let', 'know', 're', 'something', 're', 'interested', 'let']]]]
1824	[what, are, you, going, on, about, ?]	[['what', '?']]	[[]]	[[['you'], []]]	[[[are, you]]]
1825	[i, do, nt, know, what, they, re, going, to, do, .]	[['i', 'what', '.']]	[['nt']]	[[['i', 'they'], []]]	[[[do, nt], [re, going], [to, do]]]
1826	[about, what, ?]	[['what', '?']]	[[]]	[[[], []]]	[[[['what', 'what', 'what']]]]
1827	[you, know, ,, piers, ,, i, think, too, young, .]	[[',', 'piers', ',', 'i', '.']]	[['too', 'young']]	[[['you', 'i'], []]]	[[[['know', 'think', 'know', 'know', 'think', 'think', 'think', 'young', 'think', 'think']]]]
1828	[too, young, for, what, ?]	[['what', '?']]	[['too', 'young']]	[[[], []]]	[[[['young', 'young', 'young', 'for', 'young']]]]
1829	[you, know, ,, piers, ,, i, think, too, young, ., what, do, you, think, ?]	[[',', 'piers', ',', 'i', '.', 'what', '?']]	[['too', 'young']]	[[['you', 'i', 'you'], []]]	[[[['know', 'think', 'know', 'know', 'think', 'think', 'think', 'young', 'think', 'think', 'think', 'think', 'think', 'think', 'think']]], [[do, you]]]
1830	[sure]	[[]]	[['sure']]	[[[], []]]	[[[['sure']]]]
1831	[how, about, we, do, something, we, both, like]	[['something']]	[['how']]	[[['we'], []]]	[[[['about', 'do', 'do', 'do', 'do', 'do', 'we', 'do']]]]
1832	[what, do, you, have, in, mind, ?]	[['what', 'mind', '?']]	[[]]	[[['you'], []]]	[[[do, you]]]
1833	[yeah, ,, i, do, ., what, s, your, idea, ?]	[[',', 'i', '.', 'what', 's', 'idea', '?']]	[['your']]	[[['i', 'idea'], []]]	[[[['do', 'do', 'do', 'do', 'do', 's', 's', 'idea', 's', 's']]], [[['do', 'do', 'do', 'do', 'do', 's', 's', 'idea', 's', 's']]]]
1834	[talk, about, something, interesting]	[['something']]	[['interesting']]	[[[], []]]	[[[['talk', 'talk', 'about', 'something']]]]
1835	[do, not, argue, with, an, idiot, ., he, will, drag, you, down, to, his, level, and, beat, you, with, experience, .]	[['idiot', '.', 'level', 'and', 'experience', '.']]	[['not', 'his']]	[[['he'], []]]	[[[do, not], [[not, argue]]], [[will, drag]]]
1836	[why, do, you, keep, saying, that]	[[]]	[['why']]	[[['you'], []]]	[[[do, you]]]
1837	[absolutely, .]	[['.']]	[['absolutely']]	[[[], []]]	[[[['absolutely', 'absolutely']]]]
1838	[i, m, confused]	[['i', 'm']]	[['confused']]	[[['i'], []]]	[[[['m', 'confused', 'confused']]]]
1839	[do, you, want, to, go, to, my, firends, party, tonight]	[['firends', 'party', 'tonight']]	[['my']]	[[['you'], []]]	[[[do, you], [to, go]]]
1840	[hello]	[[]]	[[]]	[[[], []]]	[[[['hello']]]]
1841	[hello, ,, i, really, like, movies, ., how, about, we, talk, about, movies]	[[',', 'i', 'movies', '.', 'movies']]	[['really', 'how']]	[[['i', 'we'], []]]	[[[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']]], [[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']]]]
1842	[i, like, movies, too, ., which, movie, is, your, favorite, ?]	[['i', 'movies', '.', 'movie', '?']]	[['too', 'which', 'your', 'favorite']]	[[['i', 'movie'], []]]	[[[['like', 'like', 'like', 'like', 'like', 'movie', 'is', 'is', 'favorite', 'is', 'is']]], [[['like', 'like', 'like', 'like', 'like', 'movie', 'is', 'is', 'favorite', 'is', 'is']]]]
1843	[i, guess, everyone, likes, what, they, like, .]	[['i', 'everyone', 'what', '.']]	[[]]	[[['i', 'everyone', 'they'], []]]	[[[['guess', 'guess', 'likes', 'guess', 'like', 'like', 'likes', 'guess']]]]
1844	[yes, a, lot, of, people, do]	[['a', 'lot', 'people']]	[[]]	[[['lot'], []]]	[[[['do', 'lot', 'do', 'lot', 'of', 'do']]]]
1845	[tone, :, well, ,, as, i, m, sure, you, ve, come, to, realize, with, your, own, celebrity, ,, you, get, all, kinds, of, fans, and, all, kinds, of, incidents, .]	[['tone', ':', ',', 'i', 'm', 'celebrity', ',', 'kinds', 'fans', 'and', 'kinds', 'incidents', '.']]	[['sure', 'your', 'own']]	[[['i', 'you', 'you'], []]]	[[[ve, come], [to, realize]]]
